,t,x,y,z,qx,qy,qz,qw,yaw,pitch,roll,vx,vy,vz,wx,wy,wz,ros_timestamp,x_poses,y_poses,z_poses,qx_poses,qy_poses,qz_poses,qw_poses,yaw_poses,pitch_poses,roll_poses,m1_thrust,m2_thrust,m3_thrust,m4_thrust,m1_erpm,m2_erpm,m3_erpm,m4_erpm,ros_timestamp_motors,thrust,torque_roll,torque_pitch,torch_yaw,ax,ay,az,ros_timestamp_image_accel,x_setpoint,y_setpoint,z_setpoint,qx_setpoint,qy_setpoint,qz_setpoint,qw_setpoint,yaw_setpoint,pitch_setpoint,roll_setpoint,vx_setpoint,vy_setpoint,vz_setpoint,wx_setpoint,wy_setpoint,wz_setpoint,ros_timestamp_setpoint,Vbat,can_be_armed,is_armed,auto_arm,can_fly,is_flying,is_tumbled,is_locked
0,0.0,0.003,0.036,0.052,-0.006918853148818016,-0.0,-0.0013837706064805388,0.9999750852584839,-0.0027674758,-1.914821e-05,-0.013837803,-0.003,0.009,0.122,0.062,0.116,-0.003,16.462832927703857,0.004458586685359478,0.037027839571237564,0.05792621150612831,,,,,,,,0.6259098191805905,0.6695506218051422,0.7418173495078966,0.7155718318455787,109100.0,108700.0,110300.0,109500.0,16.460585832595825,0.5381399252307927,0.05391012436102846,1.5259021896696422e-05,0.5381399252307927,0.081,0.127,14.786190000000001,16.460585832595825,0.004,0.036,0.052,0.0,0.0,-0.0013837706064805388,0.9999990463256836,-0.0027675421,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,16.45588254928589,3.489000082015991,False,True,False,True,True,False,False
1,0.01,0.003,0.036,0.052,-0.006918853148818016,-0.0,-0.0013837706064805388,0.9999750852584839,-0.0027674758,-1.914821e-05,-0.013837803,-0.003,0.009,0.122,0.062,0.116,-0.003,16.462832927703857,0.004458586685359478,0.037027839571237564,0.05792621150612831,,,,,,,,0.6259098191805905,0.6695506218051422,0.7418173495078966,0.7155718318455787,109100.0,108700.0,110300.0,109500.0,16.460585832595825,0.5381399252307927,0.05391012436102846,1.5259021896696422e-05,0.5381399252307927,0.081,0.127,14.786190000000001,16.460585832595825,0.004,0.036,0.052,0.0,0.0,-0.0013837706064805388,0.9999990463256836,-0.0027675421,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,16.45588254928589,3.489000082015991,False,True,False,True,True,False,False
2,0.02,0.003,0.036,0.05,-0.006918853148818016,-0.0013837706064805388,-0.0013837706064805388,0.9999741315841675,-0.0027483357,-0.0027866215,-0.013834015,-0.023,0.011,0.151,-0.025,0.007,-0.027,16.475178480148315,0.004497935995459557,0.0370207279920578,0.06048726290464401,,,,,,,,0.6948653391317616,0.5818875410086214,0.5180437933928436,0.6223544670786603,106400.0,106800.0,109500.0,108700.0,16.478550910949707,0.24887464713511864,-0.06749065384908827,-0.001007095445181964,0.24887464713511864,-0.043,0.188,14.08919,16.478550910949707,0.004,0.036,0.052,0.0,0.0,-0.0013837706064805388,0.9999990463256836,-0.0027675421,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,16.47574782371521,3.609999895095825,False,True,False,True,True,False,False
3,0.03,0.003,0.036,0.056,-0.005535082425922155,-0.0,-0.0013837706064805388,0.9999837279319763,-0.0027674998,-1.5318568e-05,-0.011070211,-0.01,0.005,0.255,0.146,0.23,0.016,16.493143558502197,0.004497935995459557,0.0370207279920578,0.06048726290464401,,,,,,,,0.615732051575494,0.5663538567177844,0.5285420004577707,0.5687037460898756,109100.0,105300.0,103100.0,106400.0,16.488285779953003,0.1803158617532616,-0.0349584191653315,-0.00434882124055848,0.1803158617532616,0.139,-0.069,13.21419,16.488285779953003,0.004,0.036,0.053,0.0,0.0,-0.0013837706064805388,0.9999990463256836,-0.0027675421,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,16.488223791122437,3.609999895095825,False,True,False,True,True,False,False
4,0.04,0.004,0.036,0.058,-0.004151311703026295,0.0027675412129610777,-0.0013837706064805388,0.9999865889549255,-0.0027905281,0.0055235475,-0.008310393,0.012,-0.015,0.299,0.184,0.19,0.011,16.502878427505493,0.004775921814143658,0.037249352782964706,0.06666147708892822,,,,,,,,0.5078507667658503,0.5380025940337224,0.5640039673456931,0.541237506675822,105300.0,102000.0,102000.0,102700.0,16.50076174736023,0.5484397650110628,-0.012954909590295263,0.0019226367589837492,0.5484397650110628,0.327,-0.272,12.312190000000001,16.50076174736023,0.004,0.036,0.053,0.0,0.0,-0.0013837706064805388,0.9999990463256836,-0.0027675421,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,16.496553421020508,3.609999895095825,False,True,False,True,True,False,False
5,0.05,0.004,0.036,0.058,-0.004151311703026295,0.0027675412129610777,-0.0013837706064805388,0.9999865889549255,-0.0027905281,0.0055235475,-0.008310393,0.012,-0.015,0.299,0.184,0.19,0.011,16.502878427505493,0.004775921814143658,0.037249352782964706,0.06666147708892822,,,,,,,,0.5078507667658503,0.5380025940337224,0.5640039673456931,0.541237506675822,105300.0,102000.0,102000.0,102700.0,16.50076174736023,0.5484397650110628,-0.012954909590295263,0.0019226367589837492,0.5484397650110628,0.327,-0.272,12.312190000000001,16.50076174736023,0.004,0.036,0.053,0.0,0.0,-0.0013837706064805388,0.9999990463256836,-0.0027675421,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,16.496553421020508,3.609999895095825,False,True,False,True,True,False,False
6,0.06,0.004,0.036,0.062,-0.0027675412129610777,0.005535082425922155,-0.0013837706064805388,0.9999799132347107,-0.0027982977,0.011062509,-0.005550658,0.034,-0.022,0.337,0.012,-0.085,-0.011,16.51535439491272,0.00503727700561285,0.03751949965953827,0.07332468032836914,,,,,,,,0.41953154802777143,0.48557259479667353,0.6139620050354773,0.5575646601052873,98000.0,99300.0,101000.0,99300.0,16.519546031951904,0.8762798504615854,0.0447699702449073,0.0023041123064011597,0.8762798504615854,0.244,-0.007,11.379190000000001,16.519546031951904,0.004,0.036,0.054,0.0,0.0,-0.0013837706064805388,0.9999990463256836,-0.0027675421,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,16.516872882843018,3.7160000801086426,False,True,False,True,True,False,False
7,0.07,0.005,0.037,0.065,-0.005535082425922155,0.004151311703026295,-0.0013837706064805388,0.9999750852584839,-0.0028135283,0.008287193,-0.011081985,0.052,0.008,0.373,-0.254,-0.447,-0.018,16.534138679504395,0.005084424279630184,0.03757377713918686,0.07708702981472015,,,,,,,,0.4172274357213703,0.4870222018768597,0.5367055771725032,0.489066910811017,93800.0,97700.0,102000.0,97100.0,16.52941083908081,0.154009308003357,-0.019378957808804456,-0.0021210040436408025,0.154009308003357,0.07,0.136,10.761190000000001,16.52941083908081,0.004,0.036,0.054,0.0,0.0,-0.0013837706064805388,0.9999990463256836,-0.0027675421,0.0,0.0,0.0,0.0,0.047,0.0,0.0,0.0,16.52711272239685,3.7160000801086426,False,True,False,True,True,False,False
8,0.08,0.005,0.037,0.074,-0.006918853148818016,0.0013837706064805388,-0.0013837706064805388,0.9999741315841675,-0.0027866322,0.002748325,-0.013841673,0.039,0.011,0.405,-0.184,-0.502,-0.029,16.5440034866333,0.005369595251977444,0.037775881588459015,0.08077659457921982,,,,,,,,0.5067826352330815,0.5057755397878996,0.4443427176317998,0.44242008087281604,91700.0,95200.0,99300.0,94600.0,16.539650678634644,0.9547570000762952,-0.08543526359960327,-0.0015564202334630351,0.9547570000762952,0.0,0.126,10.31719,16.539650678634644,0.004,0.036,0.055,0.0,0.0,-0.0013837706064805388,0.9999990463256836,-0.0027675421,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.0,16.545907020568848,3.7160000801086426,False,True,False,True,True,False,False
9,0.09,0.005,0.036,0.078,-0.006918853148818016,-0.0,-0.0013837706064805388,0.9999750852584839,-0.0027674758,-1.914821e-05,-0.013837803,0.048,-0.003,0.415,0.026,-0.4,0.005,16.554243326187134,0.005360147915780544,0.037909362465143204,0.08446866273880005,,,,,,,,0.5229571984435798,0.5378805218585488,0.5074235141527428,0.4984817273212787,90100.0,93800.0,94900.0,93200.0,16.548858404159546,0.9525597009231708,-0.07057297627222095,-0.00456244754711223,0.9525597009231708,-0.077,0.107,9.67519,16.548858404159546,0.004,0.036,0.056,0.0,0.0,-0.0013837706064805388,0.9999990463256836,-0.0027675421,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,16.556222438812256,3.7160000801086426,False,True,False,True,True,False,False
