,t,x,y,z,qx,qy,qz,qw,yaw,pitch,roll,vx,vy,vz,wx,wy,wz,ros_timestamp,x_poses,y_poses,z_poses,qx_poses,qy_poses,qz_poses,qw_poses,yaw_poses,pitch_poses,roll_poses,m1_thrust,m2_thrust,m3_thrust,m4_thrust,m1_erpm,m2_erpm,m3_erpm,m4_erpm,ros_timestamp_motors,thrust,torque_roll,torque_pitch,torch_yaw,ax,ay,az,ros_timestamp_image_accel,x_setpoint,y_setpoint,z_setpoint,qx_setpoint,qy_setpoint,qz_setpoint,qw_setpoint,yaw_setpoint,pitch_setpoint,roll_setpoint,vx_setpoint,vy_setpoint,vz_setpoint,wx_setpoint,wy_setpoint,wz_setpoint,ros_timestamp_setpoint,Vbat,can_be_armed,is_armed,auto_arm,can_fly,is_flying,is_tumbled,is_locked
0,0.0,0.036,0.024,0.051,-0.0027675412129610777,0.0013837706064805388,-0.006918853148818016,0.9999712705612183,-0.013845462,0.0027291689,-0.005554121,0.0,0.001,0.025,-0.01,0.06,0.017,5.319508790969849,0.03625717759132385,0.02476140856742859,0.05267876014113426,,,,,,,,0.7709620813305867,0.7491111619745174,0.7421835660334173,0.7751430533302816,82000.0,82000.0,83600.0,81100.0,5.317471504211426,0.9331807431143664,0.031616693369954985,0.0025482566567483025,0.9331807431143664,-0.01,-0.004,9.91319,5.317471504211426,0.035,0.023,0.052,0.0,0.0,-0.006918853148818016,0.9999760389328003,-0.013837816,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,5.326837778091431,3.319999933242798,False,True,False,True,True,False,False
1,0.01,0.035,0.023,0.052,-0.0027675412129610777,0.0013837706064805388,-0.006918853148818016,0.9999712705612183,-0.013845462,0.0027291689,-0.005554121,-0.002,-0.001,0.026,-0.025,0.068,-0.017,5.330226421356201,0.03624114394187927,0.02486683987081051,0.052758436650037766,,,,,,,,0.7833524071107042,0.7414816510261693,0.7585717555504692,0.7913481345845731,90900.0,90900.0,91700.0,90100.0,5.326737642288208,0.12397955291065843,0.037796597238117034,0.0039673456931410694,0.12397955291065843,-0.001,0.031,9.89919,5.326737642288208,0.035,0.023,0.052,0.0,0.0,-0.006918853148818016,0.9999760389328003,-0.013837816,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,5.337183713912964,3.319999933242798,False,True,False,True,True,False,False
2,0.02,0.035,0.023,0.049,-0.0027675412129610777,0.0013837706064805388,-0.006918853148818016,0.9999712705612183,-0.013845462,0.0027291689,-0.005554121,-0.002,0.0,0.025,-0.013,0.064,0.007,5.339492559432983,0.036305807530879974,0.024828078225255013,0.05275034159421921,,,,,,,,0.7753871976806287,0.68374151216907,0.7572289616235599,0.8348973830777447,97700.0,95800.0,98400.0,95800.0,5.336838960647583,0.8791943236438544,0.043884946974898906,0.0011444266422522317,0.8791943236438544,0.0,0.074,10.75219,5.336838960647583,0.035,0.023,0.052,0.0,0.0,-0.006918853148818016,0.9999760389328003,-0.013837816,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,5.337183713912964,3.440999984741211,False,True,False,True,True,False,False
3,0.03,0.036,0.024,0.05,-0.0027675412129610777,0.0013837706064805388,-0.006918853148818016,0.9999712705612183,-0.013845462,0.0027291689,-0.005554121,0.001,0.003,0.032,-0.039,0.088,0.018,5.349593877792358,0.03653862327337265,0.024860993027687073,0.052935708314180374,,,,,,,,0.7738460364690624,0.6950789654383154,0.7426565957122149,0.8178225375753414,103100.0,101700.0,104200.0,103800.0,5.346938610076904,0.16948195620660716,0.045960173952849626,-0.002059967956054017,0.16948195620660716,0.027,0.029,12.10219,5.346938610076904,0.035,0.023,0.052,0.0,0.0,-0.006918853148818016,0.9999760389328003,-0.013837816,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,5.357235431671143,3.440999984741211,False,True,False,True,True,False,False
4,0.04,0.035,0.024,0.051,-0.0027675412129610777,0.0013837706064805388,-0.006918853148818016,0.9999712705612183,-0.013845462,0.0027291689,-0.005554121,-0.005,0.006,0.042,-0.053,0.169,-0.004,5.35969352722168,0.03644564747810364,0.024899456650018692,0.05322539433836937,,,,,,,,0.7630731670099946,0.6883039597161822,0.7152208743419547,0.7891966124971389,106000.0,103100.0,106400.0,107500.0,5.356425762176514,0.5073777370870527,0.05905241474021515,-0.0009155413138017853,0.5073777370870527,0.03,0.004,13.08919,5.356425762176514,0.035,0.023,0.052,0.0,0.0,-0.006918853148818016,0.9999760389328003,-0.013837816,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,5.367076396942139,3.440999984741211,False,True,False,True,True,False,False
5,0.05,0.036,0.024,0.052,-0.004151311703026295,0.0027675412129610777,-0.006918853148818016,0.999963641166687,-0.013860833,0.0054774643,-0.008340839,0.001,0.009,0.068,-0.057,0.194,-0.002,5.369180679321289,0.03652633726596832,0.0249800942838192,0.05390166863799095,,,,,,,,0.7246204318303197,0.7208972304875257,0.7773250934615091,0.7835507743953612,108700.0,104200.0,106000.0,109900.0,5.366771697998047,0.2067597467002365,0.013748378728923476,0.0016327153429465172,0.2067597467002365,0.139,0.124,13.57419,5.366771697998047,0.035,0.023,0.052,0.0,0.0,-0.006918853148818016,0.9999760389328003,-0.013837816,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,5.377152442932129,3.440999984741211,False,True,False,True,True,False,False
6,0.06,0.036,0.024,0.047,-0.005535082425922155,0.004151311703026295,-0.006918853148818016,0.9999521374702454,-0.013883917,0.008225726,-0.011127686,0.007,0.031,0.074,-0.012,0.124,-0.005,5.379526615142822,0.03664492070674896,0.02500431425869465,0.054921943694353104,,,,,,,,0.6951552605477989,0.6941786831464103,0.7069352254520486,0.6991836423285267,108300.0,105300.0,107900.0,111500.0,5.3766584396362305,0.056946669718471045,0.10280003051804379,0.002456702525368124,0.056946669718471045,0.336,0.251,13.456190000000001,5.3766584396362305,0.035,0.023,0.052,0.0,0.0,-0.006918853148818016,0.9999760389328003,-0.013837816,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,5.387035131454468,3.5260000228881836,False,True,False,True,True,False,False
7,0.07,0.036,0.024,0.052,-0.006918853148818016,0.004151311703026295,-0.006918853148818016,0.9999434947967529,-0.013895284,0.008206505,-0.013895284,0.008,0.045,0.129,0.124,-0.0,0.017,5.389413356781006,0.036839377135038376,0.0250607430934906,0.0562911182641983,,,,,,,,0.7340047302967879,0.6228580148012512,0.6014953841458762,0.7046463721675441,108300.0,106000.0,107900.0,111100.0,5.386823415756226,0.23567559319447623,0.12764171816586556,0.005691615167467765,0.23567559319447623,0.282,0.109,13.58019,5.386823415756226,0.035,0.023,0.052,0.0,0.0,-0.006918853148818016,0.9999760389328003,-0.013837816,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,5.387035131454468,3.5260000228881836,False,True,False,True,True,False,False
8,0.08,0.036,0.025,0.055,-0.006918853148818016,0.005535082425922155,-0.006918853148818016,0.9999368190765381,-0.013914711,0.010973945,-0.013914711,0.014,0.065,0.17,0.287,0.118,0.005,5.399578332901001,0.037035997956991196,0.025141263380646706,0.058135464787483215,,,,,,,,0.6893568322270542,0.6067139696345464,0.5872739757381552,0.6534981307698177,110700.0,103800.0,104900.0,109100.0,5.396664381027222,0.9776607919432364,-0.007797360189211872,-0.0007019150072480354,0.9776607919432364,0.127,0.093,13.56419,5.396664381027222,0.035,0.023,0.053,0.0,0.0,-0.006918853148818016,0.9999760389328003,-0.013837816,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,5.407827138900757,3.5260000228881836,False,True,False,True,True,False,False
9,0.09,0.036,0.025,0.057,-0.006918853148818016,0.004151311703026295,-0.006918853148818016,0.9999434947967529,-0.013895284,0.008206505,-0.013895284,0.0,0.073,0.21,0.423,0.193,0.026,5.409419298171997,0.03713711351156235,0.025068752467632294,0.06022503226995468,,,,,,,,0.6303807125963226,0.6395666437781338,0.5789883268482491,0.5726100556954299,110300.0,102400.0,101000.0,108300.0,5.406740427017212,0.7710688944838636,-0.08392462043183031,0.003189135576409552,0.7710688944838636,0.225,-0.06,13.20519,5.406740427017212,0.035,0.023,0.053,0.0,0.0,-0.006918853148818016,0.9999760389328003,-0.013837816,0.0,0.0,0.0,0.0,0.039,0.0,0.0,0.001,5.417312860488892,3.5260000228881836,False,True,False,True,True,False,False
