,t,x,y,z,qx,qy,qz,qw,yaw,pitch,roll,vx,vy,vz,wx,wy,wz,ros_timestamp,x_poses,y_poses,z_poses,qx_poses,qy_poses,qz_poses,qw_poses,yaw_poses,pitch_poses,roll_poses,m1_thrust,m2_thrust,m3_thrust,m4_thrust,m1_erpm,m2_erpm,m3_erpm,m4_erpm,ros_timestamp_motors,thrust,torque_roll,torque_pitch,torch_yaw,ax,ay,az,ros_timestamp_image_accel,x_setpoint,y_setpoint,z_setpoint,qx_setpoint,qy_setpoint,qz_setpoint,qw_setpoint,yaw_setpoint,pitch_setpoint,roll_setpoint,vx_setpoint,vy_setpoint,vz_setpoint,wx_setpoint,wy_setpoint,wz_setpoint,ros_timestamp_setpoint,Vbat,can_be_armed,is_armed,auto_arm,can_fly,is_flying,is_tumbled,is_locked
0,0.0,0.034,0.021,0.051,-0.0027675412129610777,0.0013837706064805388,-0.00830262340605259,0.999960720539093,-0.01661308,0.0027214803,-0.005557892,0.016,-0.005,0.015,-0.221,0.148,-0.006,52.69269323348999,0.03429859131574631,0.022256366908550262,0.05275196582078934,,,,,,,,0.7722590981918059,0.6619058518348974,0.7807125963225757,0.8966811627374686,104200.0,100700.0,101700.0,101700.0,52.69269323348999,0.41565575646601055,-0.033234149691004806,0.0037842374303807126,0.41565575646601055,0.123,-0.061,11.270190000000001,52.69269323348999,0.034,0.021,0.051,0.0,0.0,-0.00830262340605259,0.9999655485153198,-0.016605439,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,52.69269323348999,3.424999952316284,False,True,False,True,True,False,False
1,0.01,0.034,0.021,0.051,-0.004151311703026295,0.0027675412129610777,-0.00830262340605259,0.9999530911445618,-0.016628461,0.0054659164,-0.008348412,0.016,-0.004,0.037,-0.186,0.203,-0.004,52.70161294937134,0.034361422061920166,0.0223325714468956,0.0530814453959465,,,,,,,,0.7907225146868085,0.6813153276874953,0.7331654840924696,0.8469672693980316,106000.0,101000.0,105300.0,107500.0,52.70161294937134,0.6346074616617075,0.0729228656443122,-0.000579842832074464,0.6346074616617075,0.122,0.183,12.55719,52.70161294937134,0.034,0.021,0.051,0.0,0.0,-0.00830262340605259,0.9999655485153198,-0.016605439,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,52.70161294937134,3.424999952316284,False,True,False,True,True,False,False
2,0.02,0.034,0.021,0.053,-0.004151311703026295,0.0027675412129610777,-0.00830262340605259,0.9999530911445618,-0.016628461,0.0054659164,-0.008348412,0.01,-0.004,0.073,-0.036,0.131,-0.005,52.71169328689575,0.034576416015625,0.022328626364469528,0.05372238904237747,,,,,,,,0.7718471046005951,0.712489509422446,0.6963454642557412,0.7635156786449988,111500.0,104200.0,107100.0,113200.0,52.71169328689575,0.48805981536583504,0.0725108720531014,-0.00012207217517357137,0.48805981536583504,0.165,0.288,13.80419,52.71169328689575,0.034,0.021,0.051,0.0,0.0,-0.00830262340605259,0.9999655485153198,-0.016605439,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,52.71169328689575,3.5260000228881836,False,True,False,True,True,False,False
3,0.03,0.034,0.021,0.046,-0.004151311703026295,0.0027675412129610777,-0.00830262340605259,0.9999530911445618,-0.016628461,0.0054659164,-0.008348412,0.01,-0.003,0.098,0.109,0.002,0.006,52.72897720336914,0.03464345633983612,0.02243475429713726,0.054748598486185074,,,,,,,,0.7670557717250325,0.7749294270237278,0.7073014419775693,0.6991836423285267,112800.0,106800.0,107900.0,112800.0,52.72897720336914,0.484443427176318,0.03352407110704204,-0.003082322423132677,0.484443427176318,0.189,0.309,14.17519,52.72897720336914,0.034,0.021,0.052,0.0,0.0,-0.00830262340605259,0.9999655485153198,-0.016605439,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,52.72897720336914,3.5260000228881836,False,True,False,True,True,False,False
4,0.04,0.034,0.021,0.051,-0.0027675412129610777,0.004151311703026295,-0.00830262340605259,0.9999530911445618,-0.01662878,0.008256372,-0.0056039765,0.028,-0.005,0.157,0.145,0.048,0.035,52.732731103897095,0.03470970690250397,0.02248988300561905,0.05629932880401611,,,,,,,,0.7611047531853208,0.6166323338673991,0.6161440451667048,0.7376668955519952,114100.0,109100.0,107900.0,111900.0,52.732731103897095,0.3722743572137026,-0.03573662928206302,0.0002746623941405356,0.3722743572137026,0.242,0.135,14.043190000000001,52.732731103897095,0.034,0.021,0.052,0.0,0.0,-0.00830262340605259,0.9999655485153198,-0.016605439,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,52.732731103897095,3.5260000228881836,False,True,False,True,True,False,False
5,0.05,0.034,0.021,0.055,-0.0027675412129610777,0.004151311703026295,-0.006918853148818016,0.999963641166687,-0.013861098,0.00826412,-0.005592546,0.029,-0.004,0.209,-0.003,-0.011,0.022,52.75110745429993,0.03495083004236221,0.022402843460440636,0.058471985161304474,,,,,,,,0.6164492256046388,0.5996032654306859,0.6661020828564889,0.6662241550316624,114900.0,107100.0,106000.0,111500.0,52.75110745429993,0.0844739452201114,0.07896543831540398,0.003997863736934462,0.0844739452201114,0.253,-0.046,14.155190000000001,52.75110745429993,0.034,0.021,0.052,0.0,0.0,-0.00830262340605259,0.9999655485153198,-0.016605439,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,52.75110745429993,3.5260000228881836,False,True,False,True,True,False,False
6,0.06,0.034,0.021,0.059,-0.0027675412129610777,0.005535082425922155,-0.006918853148818016,0.9999569058418274,-0.013869035,0.011031616,-0.005611808,0.049,-0.011,0.256,-0.124,-0.215,-0.02,52.75470042228699,0.03487987816333771,0.02271060273051262,0.06049647182226181,,,,,,,,0.5634851606012055,0.5725795376516365,0.6263218127718013,0.6274814984359502,110300.0,106400.0,106000.0,110300.0,52.75470042228699,0.45427634088654917,0.03698786907759213,0.005081254291599909,0.45427634088654917,0.263,-0.005,13.870190000000001,52.75470042228699,0.034,0.021,0.052,0.0,0.0,-0.00830262340605259,0.9999655485153198,-0.016605439,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,52.75470042228699,3.6579999923706055,False,True,False,True,True,False,False
7,0.07,0.034,0.021,0.062,-0.004151311703026295,0.004151311703026295,-0.00830262340605259,0.9999483227729797,-0.016640186,0.0082333535,-0.00837151,0.052,-0.006,0.295,-0.176,-0.176,-0.02,52.76169967651367,0.03496900945901871,0.02276032045483589,0.06357015669345856,,,,,,,,0.558083466849775,0.5055313954375524,0.5648889906157015,0.6378271152819104,106400.0,103800.0,104900.0,108300.0,52.76169967651367,0.474540321965362,-0.016769665064469367,-0.0014648661020828565,0.474540321965362,0.273,0.101,12.96319,52.76169967651367,0.034,0.021,0.052,0.0,0.0,-0.00830262340605259,0.9999655485153198,-0.016605439,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,52.76169967651367,3.6579999923706055,False,True,False,True,True,False,False
8,0.08,0.035,0.021,0.061,-0.004151311703026295,0.004151311703026295,-0.00830262340605259,0.9999483227729797,-0.016640186,0.0082333535,-0.00837151,0.065,-0.01,0.302,-0.109,-0.204,0.007,52.772151708602905,0.035041239112615585,0.023023758083581924,0.066440150141716,,,,,,,,0.594369420920119,0.5492027161058977,0.5521934843976501,0.5957732509346151,103800.0,99300.0,103100.0,106800.0,52.772151708602905,0.37380025940337225,0.08065918974593729,-0.004638742656595712,0.37380025940337225,0.244,0.142,12.136190000000001,52.772151708602905,0.034,0.021,0.052,0.0,0.0,-0.00830262340605259,0.9999655485153198,-0.016605439,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,52.772151708602905,3.6579999923706055,False,True,False,True,True,False,False
9,0.09,0.035,0.022,0.07,-0.004151311703026295,0.0013837706064805388,-0.006918853148818016,0.9999665021896362,-0.013849225,0.0027100071,-0.00832162,0.056,-0.011,0.351,0.072,-0.332,0.019,52.79197645187378,0.03531020134687424,0.023298215121030807,0.07302896678447723,,,,,,,,0.5489585717555505,0.5363546196688792,0.5179522392614634,0.5098039215686274,99700.0,98000.0,98000.0,100000.0,52.79197645187378,0.6546272983901732,-0.004745555809872587,0.0030670634012359807,0.6546272983901732,0.045,0.064,11.09919,52.79197645187378,0.034,0.021,0.053,0.0,0.0,-0.00830262340605259,0.9999655485153198,-0.016605439,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.001,52.79197645187378,3.6679999828338623,False,True,False,True,True,False,False
