,Unnamed: 0,t,x,y,z,qx,qy,qz,qw,yaw,pitch,roll,vx,vy,vz,wx,wy,wz,ros_timestamp,x_poses,y_poses,z_poses,qx_poses,qy_poses,qz_poses,qw_poses,yaw_poses,pitch_poses,roll_poses,m1_thrust,m2_thrust,m3_thrust,m4_thrust,m1_erpm,m2_erpm,m3_erpm,m4_erpm,ros_timestamp_motors,thrust,torque_roll,torque_pitch,torque_yaw,ax,ay,az,ros_timestamp_image_accel,x_r,y_r,z_r,qx_r,qy_r,qz_r,qw_r,yaw_r,pitch_r,roll_r,vx_r,vy_r,vz_r,wx_r,wy_r,wz_r,ros_timestamp_r,Vbat,can_be_armed,is_armed,auto_arm,can_fly,is_flying,is_tumbled,is_locked,m1_rads,m1_rads2,m2_rads,m2_rads2,m3_rads,m3_rads2,m4_rads,m4_rads2,ax_body,ay_body,az_body,lag_samples,lag_seconds,rx,ry,rz
0,249,3.5298244590411646e-16,0.038914767841514306,-0.029713620548344307,0.5656741615932557,0.00692824401308031,-0.0011338130505761863,-0.00022733593679433175,0.9999753308063322,-9.551584668046614e-05,-0.002522495087991357,0.010656835232816526,0.00022950855843477565,0.06255668911698194,0.0390995055420852,-0.09446780999710146,-0.20683885378093952,-0.038708997695084034,30.35963797569275,0.0430660881102085,-0.0256249513477087,0.537756085395813,,,,,,,,0.7733543543279585,0.6836420209135647,0.568618373724915,0.6526508750586395,100000.0,97100.0,100000.0,98400.0,30.35963797569275,0.7555484019956782,0.06737805987671426,-0.0036315439991729333,0.2629838372897297,0.059138135412430216,-0.174994932290477,9.912219680126395,30.35907769203186,2.8421213192816348e-05,-0.000224210365754552,0.500065789285459,0.0,0.0,0.0,1.0,0.0,1.402386978473882e-18,-9.568369488545757e-19,0.00017263157894736915,-0.00019684210526315794,0.00019947368421052667,0.0,0.0,0.0,30.35963797569275,3.572999954223633,False,True,False,True,True,False,False,1745.3358678042384,3046198.038665889,1694.715356503345,2872059.87644476,1745.3639967344582,3046301.5262776865,1717.460251482707,2949682.177314324,0.0861784236151864,-0.010589428660767536,9.913530034221104,2,0.02,0.013858962301778615,-0.002406388361130019,-0.00045508646984188046
1,250,0.010000000000000139,0.0386834534307785,-0.029463068757155562,0.5662497231727096,0.0061160619854002014,-0.003641161259452748,-0.00033803747706653625,0.9999746104082531,-0.00033984878173395677,-0.0075434395660359905,0.00903139127393708,-0.0026915282999796473,0.060603737414968314,0.037893297390595757,-0.2083377893971004,-0.43655708174954777,-0.06165412089718052,30.36954689025879,0.0426563434302806,-0.0254752226173877,0.5378965139389038,,,,,,,,0.6938667299437593,0.6039340397426668,0.6107602011178088,0.682160797546377,104500.0,98400.0,97400.0,98000.0,30.36954689025879,0.7003452672310986,-0.08399151970931845,-0.001189962307733259,0.20778070252514996,0.043360088954577464,-0.2488756298796792,9.861901051961276,30.367149591445923,2.8421213192816348e-05,-0.000224210365754552,0.500065789285459,0.0,0.0,0.0,1.0,0.0,1.402386978473882e-18,-9.568369488545757e-19,0.00017263157894736915,-0.00019684210526315794,0.00019947368421052667,0.0,0.0,0.0,30.35963797569275,3.556999921798706,False,True,False,True,True,False,False,1825.0894557670274,3327333.840821558,1713.1809506733393,2933623.089127402,1681.1008187042264,2817844.240450812,1733.4516587271023,3003252.25667781,0.09696511571296457,-0.04822219023933527,9.814954934323607,2,0.02,0.013859034708944085,-0.005173520508417803,-0.0004550888474745349
2,251,0.019999999999999928,0.038483427164319205,-0.029227458032480502,0.5667318256716689,0.005395424289791091,-0.005391324980165779,-0.0005312317421279868,0.9999707699750666,-0.0007420130179165942,-0.011044673273604973,0.007586765609028219,-0.00546488782761926,0.05900634385681963,0.03711094661237063,-0.2044525857071771,-0.3170693894857467,-0.0757237328005593,30.37938141822815,0.0428784266114234,-0.0249963011592626,0.5383272171020508,,,,,,,,0.5897620263842096,0.6051342523119106,0.6875335311902189,0.6526731466452297,105600.0,100300.0,96200.0,99000.0,30.37938141822815,0.6782466549267895,-0.2259564587285734,-0.0034019052101942064,0.18568209022084076,0.08331494031719155,-0.3012605861376814,9.843353834059524,30.37681007385254,2.8421213192816348e-05,-0.000224210365754552,0.500065789285459,0.0,0.0,0.0,1.0,0.0,1.402386978473882e-18,-9.568369488545757e-19,0.03417263157894737,-0.00019684210526315794,0.00019947368421052667,0.0,0.0,0.0,30.399428606033325,3.556999921798706,False,True,False,True,True,False,False,1838.6378881127503,3375968.083755463,1718.9101517007289,2951814.2594743203,1685.9834340897414,2837230.3557332903,1737.628373636973,3017333.6382512157,0.17238034314534656,-0.1805829525908848,9.885539408177518,2,0.02,0.011091819718059186,-0.007940571042848536,-0.00045508490401132047
3,252,0.03000000000000016,0.03834532869326558,-0.0290224034095461,0.5670506889798735,0.00483143600317314,-0.00561560413336253,-0.0008313830434390958,0.9999722151233001,-0.0013447640754538496,-0.011483865496120512,0.006452446328046823,-0.008321493327728247,0.057737561609740654,0.03860900645255636,-0.09120846277677958,0.26524323316719917,-0.07369910274504869,30.38955020904541,0.0426427274942398,-0.025092976167798,0.5383327007293701,,,,,,,,0.5002340881139681,0.6875884988863749,0.7648830966496438,0.572576110655042,101400.0,98700.0,100300.0,99700.0,30.38955020904541,0.6646670015898088,-0.2933491072051212,-0.009130439138886226,0.17210243688386023,0.09702366597543263,-0.2621268042980517,9.883265389426558,30.38671898841858,2.8421213192816348e-05,-0.000224210365754552,0.500065789285459,0.0,0.0,0.0,1.0,0.0,1.402386978473882e-18,-9.568369488545757e-19,0.03417263157894737,-0.00019684210526315794,0.00019947368421052667,0.0,0.0,0.0,30.399428606033325,3.556999921798706,False,True,False,True,True,False,False,1771.675406654837,3144509.0578300525,1729.9253624504415,2992449.8533077403,1774.469867230133,3159113.7653276753,1715.739540569407,2944808.02514849,0.1788469135748349,-0.1718707553109792,9.889319324456745,2,0.02,0.008324718344767888,-0.0107076597426083,-0.00045508460097357014
4,253,0.039999999999999945,0.038289702123176145,-0.02886339670239059,0.5671616459350646,0.004440179315408326,-0.0036897285648192293,-0.0011799105060522493,0.9999826391102811,-0.0020251479090788874,-0.007613647203838392,0.005663452719595471,-0.011486243202788184,0.05651428909152996,0.043421629366005035,0.010132853617283909,1.1241141446398826,-0.05688999385858674,30.399428606033325,0.0427402704954147,-0.0249358359724283,0.5384717583656311,,,,,,,,0.4920083842146612,0.7683279407593355,0.7729074124751781,0.5109918899025062,97700.0,98000.0,107900.0,97100.0,30.399428606033325,0.6005111117192182,-0.24034424593194897,-0.012238595802124632,0.10794654701326956,-0.07019652284204218,-0.12580912569064434,10.023720489727381,30.39655351638794,2.8421213192816348e-05,-0.000224210365754552,0.500065789285459,0.0,0.0,0.0,1.0,0.0,1.402386978473882e-18,-9.568369488545757e-19,0.03417263157894737,-0.00019684210526315794,0.00019947368421052667,0.0,0.0,0.0,30.399428606033325,3.556999921798706,False,True,False,True,True,False,False,1674.3018462966606,2809898.370159451,1773.4705332140754,3152271.026670095,1890.1346491250913,3581948.427940606,1668.9637504869343,2789929.8297627447,0.05679988676167564,-0.014200113238324374,10.008945009627535,2,0.02,0.008324743824703803,-0.010707692516147626,-0.003222188217812477
5,254,0.050000000000000176,0.038323619031790025,-0.02876092793598252,0.5670548736710339,0.004177172769030986,0.0007186096988782314,-0.0014597803118377296,0.9999899518841174,-0.0025444692450125274,0.001223300943672832,0.005137254494357351,-0.014000534228644355,0.05509254509025695,0.048859747229219055,-0.003665958930233747,1.9278403204549843,-0.0371944871168699,30.409822463989254,0.0432901233434677,-0.0247513391077518,0.538581371307373,,,,,,,,0.5655125110728088,0.7652593413037057,0.700510559877262,0.5213682331586422,90100.0,107500.0,114500.0,90900.0,30.409822463989254,0.4897174262806564,-0.12068756977374223,-0.008683424149051855,-0.0028471384252923213,-0.39566145854759055,-0.017222988441141562,10.259740312113026,30.4067223072052,0.0020284212131928166,-0.000224210365754552,0.500065789285459,0.0,0.0,0.0,1.0,0.0,1.402386978473882e-18,-9.568369488545757e-19,0.11817263157894736,-0.00019684210526315794,0.00019947368421052667,0.0,0.0,0.0,30.433714628219604,3.572999954223633,False,True,False,True,True,False,False,1618.9196948704266,2621324.295645253,1840.062539979706,3394203.3518598336,1951.2558385664965,3806770.630859226,1625.1640545235073,2644755.9328141706,-0.37000000000000005,0.13544606677385362,10.247318509692938,2,0.02,0.008324154231175942,0.00036069083213762144,-0.0032219600088298616
6,255,0.06000000000000041,0.0384440860375777,-0.02871517397039325,0.5667658927890531,0.003953341478157703,0.007542633891527916,-0.0015562939298689234,0.9999625281551001,-0.002671268853315882,0.014881673151451247,0.0047030877667888615,-0.013301252253003257,0.0532766986310636,0.050328325417729865,-0.11803507789056189,2.440170266360136,-0.026818219791433832,30.41935157775879,0.0439545735716819,-0.0246468242257833,0.5387834310531616,,,,,,,,0.6404255509228887,0.6785333698958567,0.6187562804056213,0.5879136799870962,92600.0,110300.0,111100.0,91200.0,30.41935157775879,0.4255001240991611,-0.0179834817521144,-0.0015541625940482394,-0.06706444060678766,-0.5957249618585335,-0.042492319682542676,10.451780423463093,30.416600704193115,0.0020284212131928166,-0.000224210365754552,0.500065789285459,0.0,0.0,0.0,1.0,0.0,1.402386978473882e-18,-9.568369488545757e-19,0.11817263157894736,-0.00019684210526315794,0.00019947368421052667,0.0,0.0,0.0,30.433714628219604,3.572999954223633,False,True,False,True,True,False,False,1635.9085931304328,2679161.888133904,1883.2828121603616,3548748.5302450717,1925.4228627925343,3710634.09469188,1614.1929081271169,2607106.329959811,-0.7855310142391406,0.02273200396389749,10.447322006991278,2,0.02,0.00832497863944489,0.019730989178741026,-0.0032222791055692697
7,256,0.07000000000000019,0.03864867076753599,-0.028713519258326593,0.5663789561009497,0.0036735209222625966,0.016344268597908485,-0.0014201816608392442,0.9998586666184793,-0.0023108315377612563,0.03247793119133159,0.004176978550858085,-0.007099901410803638,0.05085757130293421,0.04675625598582724,-0.2295937470785209,2.642934581364912,-0.027142949995345986,30.41935157775879,0.0439545735716819,-0.0246468242257833,0.5387834310531616,,,,,,,,0.6513866176534913,0.5789125388761233,0.5976939814155469,0.6574051817517357,100300.0,105600.0,102400.0,95800.0,30.41935157775879,0.4626747470195964,0.060817611289011024,0.0026584501917354692,-0.02988981768635241,-0.4438128869709933,-0.14427598471531622,10.43286523553434,30.416600704193115,0.0020284212131928166,-0.000224210365754552,0.500065789285459,0.0,0.0,0.0,1.0,0.0,1.402386978473882e-18,-9.568369488545757e-19,0.11817263157894736,-0.00019684210526315794,0.00019947368421052667,0.0,0.0,0.0,30.433714628219604,3.572999954223633,False,True,False,True,True,False,False,1691.5675138492884,2865994.2346535316,1870.6830170241074,3499476.4947540206,1855.25823220029,3448103.5105976886,1636.360081994411,2677790.7312674504,-0.7855310142391406,0.02273200396389749,10.447322006991278,2,0.02,0.00832497863944489,0.019730989178741026,-0.0032222791055692697
8,257,0.07999999999999997,0.03894849040937798,-0.028732382249619808,0.5660115984802334,0.003275815508652083,0.026531724250461866,-0.0011007001981945077,0.9996419984675136,-0.0015730458153871414,0.05283594970447689,0.003433154399681449,0.0036177002043974154,0.04778472750937583,0.04247305503354402,-0.2534880460112841,2.6682528086020048,-0.030440126620480307,30.433714628219604,0.0447807610034942,-0.0245028510689735,0.5389372706413269,,,,,,,,0.6188264081823023,0.5336830535900212,0.635259101975044,0.6967473519913945,99000.0,102400.0,104500.0,96800.0,30.433714628219604,0.5140620997725439,0.1464202205084051,0.0018134980203268383,0.02149753506659513,-0.06390093331190644,-0.18628490639814765,10.225906828323781,30.43652367591858,0.0020284212131928166,-0.000224210365754552,0.500065789285459,0.0,0.0,0.0,1.0,0.0,1.402386978473882e-18,-9.568369488545757e-19,0.11817263157894736,-0.00019684210526315794,0.00019947368421052667,0.0,0.0,0.0,30.433714628219604,3.572999954223633,False,True,False,True,True,False,False,1732.9359348981698,3003327.6537890267,1816.9746370073262,3302331.1605886845,1806.0708121184025,3262045.372225534,1670.2533761103457,2788343.0567386476,-0.3949183037721081,-0.13207804449479554,10.194985088738884,2,0.02,0.008324113514038512,0.04739786447177482,-0.0032219442487916848
9,258,0.0900000000000002,0.03937591909291929,-0.028742830937616527,0.5657799354530096,0.002740711868307606,0.037717014700944386,-0.0007297518805432827,0.9992844353649748,-0.0007424378502617691,0.07520870606724488,0.0024208296361364814,0.014400237166599814,0.04433049349797929,0.04244603970113625,-0.19247104092316092,2.6588349310393875,-0.030486934743499148,30.45024847984314,0.0449913665652275,-0.0246338117867708,0.539008378982544,,,,,,,,0.5995462213860483,0.5616249278421469,0.6858882507788544,0.6990691295073193,99000.0,102400.0,104500.0,96800.0,30.45024847984314,0.45553658580537937,0.20459461833631032,-0.00021860329385540815,-0.03702797890056942,0.2935401972524552,-0.1302370868661132,10.036439601221847,30.450886726379395,0.008028421213192817,-0.000224210365754552,0.500065789285459,0.0,0.0,0.0,1.0,0.0,1.402386978473882e-18,-9.568369488545757e-19,0.24617263157894737,-0.00019684210526315794,0.00019947368421052667,0.0,0.0,0.0,30.46427011489868,3.5309998989105225,False,True,False,True,True,False,False,1742.975079657607,3036411.7167092375,1762.4705662589622,3105042.557575423,1801.7017676568062,3243595.5139877573,1703.7950429605003,2902248.0891899797,-0.6813059708990312,-0.025013287573768944,10.009293652679096,2,0.02,0.0027884766797426686,0.10266754974491119,-0.00045474960566346465
