,Unnamed: 0,t,x,y,z,qx,qy,qz,qw,yaw,pitch,roll,vx,vy,vz,wx,wy,wz,ros_timestamp,x_poses,y_poses,z_poses,qx_poses,qy_poses,qz_poses,qw_poses,yaw_poses,pitch_poses,roll_poses,m1_thrust,m2_thrust,m3_thrust,m4_thrust,m1_erpm,m2_erpm,m3_erpm,m4_erpm,ros_timestamp_motors,thrust,torque_roll,torque_pitch,torque_yaw,ax,ay,az,ros_timestamp_image_accel,x_r,y_r,z_r,qx_r,qy_r,qz_r,qw_r,yaw_r,pitch_r,roll_r,vx_r,vy_r,vz_r,wx_r,wy_r,wz_r,ros_timestamp_r,Vbat,can_be_armed,is_armed,auto_arm,can_fly,is_flying,is_tumbled,is_locked,m1_rads,m1_rads2,m2_rads,m2_rads2,m3_rads,m3_rads2,m4_rads,m4_rads2,rx,ry,rz
0,239,5.684825782629363e-16,0.006725644269241651,0.034100253538542465,0.5797502796181538,-0.0029762295467811984,-0.0015635692639332168,-0.0022317553628005836,0.9999918582552773,-0.011355890468406314,-0.0018813112660022106,-0.010149795267083716,-0.017599628885556846,0.005632327604664773,0.021977594684005022,0.05740104366649893,-0.004584448482144899,-0.0269002514128553,18.857027053833008,0.0046727340668439,0.0385377816855907,0.5618120431900024,,,,,,,,0.6056530906526272,0.5811412994549947,0.6271095154724831,0.6176797723198384,96800.0,95500.0,98000.0,94600.0,18.86169934272766,0.3642957198235216,0.011976722060273098,0.0005016811191134373,-0.12832584937580765,0.09521978820073722,-0.10197932572196328,9.553306744475758,18.86169934272766,0.0010236843710875537,-0.00024105247101770998,0.49935105244335376,0.0,0.0,0.0,1.0,0.0,1.402386978473882e-18,-9.568369488545757e-19,-0.002488421052631579,0.0011257894736842117,0.00705578947368421,0.0,0.0,0.0,18.86616539955139,3.7260000705718994,False,True,False,True,True,False,False,1689.4749001686214,2854324.1137400586,1666.7869444104863,2778178.44327767,1710.4042425528805,2925478.3192603635,1651.0729258077545,2726039.490617334,-0.005952958049265237,-0.0032813627720753727,-0.004468430882415534
1,240,0.010000000000000356,0.006738807660764126,0.03408792746481577,0.5785718556366996,-0.003201370502102799,-0.0012436082101206182,-0.002220231076075845,0.9999916375847835,-0.011330638215089648,-0.001243016729059399,-0.010600906544229679,-0.0174676131431422,0.005594066818028419,0.01226479320516325,0.02505545942088021,-0.015630540256230868,-0.01911479654996378,18.857027053833008,0.0046727340668439,0.0385377816855907,0.5618120431900024,,,,,,,,0.5767529923206811,0.5933611664289016,0.6596461736359054,0.6172898773094488,96800.0,95500.0,98000.0,94600.0,18.86169934272766,0.5706950578110397,-0.017531936138402697,0.0007051774999119097,0.07807348861171037,0.11548123279341214,-0.11239075364719106,9.505772073105216,18.86169934272766,0.0010236843710875537,-0.00024105247101770998,0.49935105244335376,0.0,0.0,0.0,1.0,0.0,1.402386978473882e-18,-9.568369488545757e-19,-0.002488421052631579,0.0011257894736842117,0.00705578947368421,0.0,0.0,0.0,18.86616539955139,3.7260000705718994,False,True,False,True,True,False,False,1689.6192359061843,2854567.151913603,1669.4501897302966,2786035.769997468,1702.254991601986,2896858.9313394185,1660.0397416996898,2755618.967469466,-0.005952958049265237,-0.0032813627720753727,-0.004468430882415534
2,241,0.020000000000000587,0.006748925707201475,0.03408281418445221,0.5776716832231985,-0.003281363679084276,-0.001038489230994684,-0.0022072687460778003,0.9999916410436666,-0.011303145140025936,-0.000834896970176368,-0.010760938590534187,-0.01726355649657525,0.005577120133835802,0.008127194235747325,0.0072334542516165005,0.01103349434049394,-0.01176921542422674,18.87629199028015,0.0046530188992619,0.0385277196764946,0.5618569254875183,,,,,,,,0.5672246426438405,0.5440432641469711,0.6498270414662293,0.6526481761748255,95800.0,96800.0,98700.0,96800.0,18.870307445526123,0.6949289382095007,-0.01719998757254218,0.001405861196659845,0.20230736901017163,0.11105702845223445,-0.09143320535481034,9.59900679123317,18.870307445526123,0.0010236843710875537,-0.00024105247101770998,0.49935105244335376,0.0,0.0,0.0,1.0,0.0,1.402386978473882e-18,-9.568369488545757e-19,-0.002488421052631579,0.0011257894736842117,0.00705578947368421,0.0,0.0,0.0,18.86616539955139,3.7260000705718994,False,True,False,True,True,False,False,1672.2857939748324,2796715.3958103023,1681.2275745803815,2825808.2286333432,1733.4661993448344,3005380.1513050357,1678.247129181675,2816857.443928657,-0.005952958049265237,-0.0032813627720753727,-0.004468430882415534
3,242,0.030000000000000374,0.006753602656804074,0.03408926672289339,0.5772106335376216,-0.003078773936158049,-0.0010444461903598645,-0.0021960994780176667,0.9999923036855275,-0.011279711782802735,-0.0008486886884608445,-0.010354163216536951,-0.017009140087713193,0.005618366163429226,0.011668188623619706,0.0345367110070607,0.0667611680787345,-0.007656387342430926,18.884900093078613,0.0046392260119318,0.038467664271593,0.5618627667427063,,,,,,,,0.6051934257658287,0.4919965869181561,0.5717385592636488,0.6613948343614652,95200.0,95200.0,100700.0,97100.0,18.878703355789185,0.6838009549709715,0.02279196330913133,0.0030334338510824427,0.19117938577164253,0.12292828538220266,-0.03729972064587187,9.736161082659105,18.878703355789185,0.0010236843710875537,-0.00024105247101770998,0.49935105244335376,0.0,0.0,0.0,1.0,0.0,1.402386978473882e-18,-9.568369488545757e-19,0.030511578947368424,0.0011257894736842117,0.00705578947368421,0.0,0.0,0.0,18.88657307624817,3.7260000705718994,False,True,False,True,True,False,False,1658.9270566237333,2752154.7333792737,1677.0724521465163,2816309.350601063,1755.7593950791188,3082835.5780427437,1700.6673375203154,2892746.1336376616,-0.005952958049265237,-0.0032813627720753727,-0.004468430882415534
4,243,0.040000000000000605,0.006751587137706016,0.03410708406506547,0.5771869795100382,-0.002488241985196029,-0.0013681617999855432,-0.0021970505882768347,0.9999935548561425,-0.011282521404757958,-0.0014972436093789669,-0.00917074884530042,-0.01677744862308832,0.005740714589123762,0.019452770797830227,0.13748538508897498,0.08570032209473778,-0.01133757669188928,18.893296003341675,0.0046005146577954,0.0384363234043121,0.5617607831954956,,,,,,,,0.540410352980514,0.6305210665182135,0.5953363692844464,0.5034378717108208,95200.0,94900.0,100000.0,98000.0,18.888407468795776,0.5488200565850323,0.06131873381964339,0.004833208021243289,0.05619848738570335,0.1693764266924817,-0.005137505625349814,9.730841107371495,18.888407468795776,0.0010236843710875537,-0.00024105247101770998,0.49935105244335376,0.0,0.0,0.0,1.0,0.0,1.402386978473882e-18,-9.568369488545757e-19,0.030511578947368424,0.0011257894736842117,0.00705578947368421,0.0,0.0,0.0,18.896915435791016,3.7260000705718994,False,True,False,True,True,False,False,1667.4620065591607,2780092.629875986,1640.067941339054,2687985.1732777553,1729.6007101068485,2991282.3965750304,1711.8245592656672,2929167.1249536714,-0.005952958049265237,-0.0032813627720753727,-0.004468430882415534
5,244,0.05000000000000039,0.0067428731639665165,0.03413046667278969,0.5774552387828648,-0.0014675882569952202,-0.0020238688355632924,-0.0022221641772606254,0.9999944060473607,-0.011337751360456576,-0.0028089563107553672,-0.007128582703849988,-0.016550458892425478,0.005899450045522314,0.02453828209715509,0.308790469141705,0.0017939289603383472,-0.024335039816875022,18.903000116348267,0.0044892104342579,0.0383238941431045,0.5617963075637817,,,,,,,,0.37157377584429774,0.8673753914228697,0.758275453265562,0.3042208169569807,95500.0,94300.0,97400.0,96500.0,18.89911103248596,0.36496997179462637,0.01490867802748414,0.004421372594431836,-0.12765159740470272,0.14567036300412683,-0.060047046652446354,9.65104844402039,18.89911103248596,0.0010236843710875537,-0.00024105247101770998,0.49935105244335376,0.0,0.0,0.0,1.0,0.0,1.402386978473882e-18,-9.568369488545757e-19,0.030511578947368424,0.0011257894736842117,0.00705578947368421,0.0,0.0,0.0,18.896915435791016,3.7260000705718994,False,True,False,True,True,False,False,1660.1920644478214,2756403.577328938,1649.6166524812575,2713580.1618551183,1726.409816391405,2981595.3157090237,1679.1956512102015,2819994.0386027717,-0.003185903049909996,-0.0032811502190942163,-0.004468141436118028
6,245,0.06000000000000062,0.00672938725203236,0.03414823318524693,0.5778034331176229,-6.0436298515944415e-05,-0.002785449447200792,-0.0022742046931532884,0.9999935327850099,-0.011450860600275736,-0.004332172132803637,-0.004317144834014582,-0.016234682479746028,0.00599257529827049,0.022176465061189587,0.48641165866616387,-0.14513059275995932,-0.03914839546754047,18.91370368003845,0.0045187044888734,0.038225382566452,0.561754584312439,,,,,,,,0.42227764163280757,0.8055623071351921,0.7539642123520658,0.39838183980259034,91700.0,102000.0,104200.0,90900.0,18.90945339202881,0.2149844363824518,-0.15549164277596378,6.398779475045072e-06,-0.27763713281687735,-0.03653856501843892,-0.18578201565376048,9.757645162889371,18.90945339202881,0.0010236843710875537,-0.00024105247101770998,0.49935105244335376,0.0,0.0,0.0,1.0,0.0,1.402386978473882e-18,-9.568369488545757e-19,0.030511578947368424,0.0011257894736842117,0.00705578947368421,0.0,0.0,0.0,18.896915435791016,3.7260000705718994,False,True,False,True,True,False,False,1606.1864042363804,2580544.663495549,1792.6321176958472,3224910.7439725995,1797.7575238578956,3235538.9811904216,1592.9100129255871,2539080.1163279307,-0.00041921433653051396,-0.0032809989962448117,-0.004467935506783986
7,246,0.07000000000000041,0.0067162198581928526,0.034145755085306186,0.5780417179583598,0.0016060220387394016,-0.0030817648809078144,-0.002335091202050616,0.9999912353453445,-0.011580264205129077,-0.004926168144714179,-0.0009908713372165428,-0.015836298372085805,0.005928899446014736,0.013918653518767293,0.5823923943342512,-0.15884343862785497,-0.04020043344052034,18.9240460395813,0.0047995802015066,0.0381129384040832,0.5616047382354736,,,,,,,,0.6688672148277283,0.4980470395796846,0.5506159111661637,0.6813188030346329,90100.0,113200.0,106000.0,88200.0,18.928282260894772,0.13280949506816425,-0.36515523375420034,-0.006647429204802655,-0.359812074131165,-0.2424166211011734,-0.2961334395642775,10.059586212431466,18.928282260894772,0.0030236843710875535,-0.00024105247101770998,0.49935105244335376,0.0,0.0,0.0,1.0,0.0,1.402386978473882e-18,-9.568369488545757e-19,0.11551157894736841,0.0011257894736842117,0.00705578947368421,0.0,0.0,0.0,18.92882442474365,3.700000047683716,False,True,False,True,True,False,False,1563.1409574011473,2441851.9368970394,1962.5066440829219,3850265.4050433612,1858.7798828189439,3452899.3183040097,1527.7036381347464,2330766.7339716833,0.005114341505818884,-0.0032813020277111045,-0.004468348163127213
8,247,0.08000000000000064,0.006713061970109518,0.03410865417243786,0.5780583120035031,0.0033508342200564783,-0.002028125019033092,-0.0023615968300923058,0.9999895406849759,-0.011626114077544422,-0.0028236601316807765,0.002493004002419161,-0.015516035392616052,0.0056360811195509015,0.005928866488128461,0.5408934321741066,0.198530525703927,-0.016366581654440205,18.9240460395813,0.0047995802015066,0.0381129384040832,0.5616047382354736,,,,,,,,0.7133078128606258,0.40855299522722666,0.5037152560803835,0.7454082645221283,90100.0,113200.0,106000.0,88200.0,18.928282260894772,0.10331520210741911,-0.4629621588963855,-0.010734711905778781,-0.3893063670919101,-0.2530866328207302,-0.3443690922635704,10.256881024088557,18.928282260894772,0.0030236843710875535,-0.00024105247101770998,0.49935105244335376,0.0,0.0,0.0,1.0,0.0,1.402386978473882e-18,-9.568369488545757e-19,0.11551157894736841,0.0011257894736842117,0.00705578947368421,0.0,0.0,0.0,18.92882442474365,3.700000047683716,False,True,False,True,True,False,False,1589.4421011257025,2528269.9055542666,1973.0890269788533,3891007.285613902,1845.3546553113224,3404959.842812784,1558.6325840899344,2431909.2369900155,0.005114341505818884,-0.0032813020277111045,-0.004468348163127213
9,248,0.09000000000000043,0.0067354121231187015,0.0340274846122208,0.5778294294560502,0.004988252345453213,0.001370230952648392,-0.002294624091693568,0.9999839871247701,-0.011448401219893128,0.003963977490727217,0.005773122470466917,-0.015314325217095453,0.004979845875415804,0.0036552767579570095,0.38320307445289836,0.9776593543297499,0.0248735726911296,18.93670463562012,0.005001132376492,0.0380372181534767,0.5612744092941284,,,,,,,,0.6009566239639161,0.5306691117532807,0.6290924174141093,0.6584989814177384,94600.0,105600.0,103800.0,94600.0,18.941362380981445,0.10970482476162635,-0.38741456596357293,-0.008814438918886301,-0.3829167444377026,-0.033733242951111846,-0.3566874947973864,10.211232582931757,18.941362380981445,0.0030236843710875535,-0.00024105247101770998,0.49935105244335376,0.0,0.0,0.0,1.0,0.0,1.402386978473882e-18,-9.568369488545757e-19,0.11551157894736841,0.0011257894736842117,0.00705578947368421,0.0,0.0,0.0,18.92882442474365,3.700000047683716,False,True,False,True,True,False,False,1634.8414655618906,2673335.590920829,1857.7043427782212,3456382.796279288,1819.4606422599084,3311542.1393714333,1633.2471589153233,2669672.797298836,0.007881569249144132,-0.003281481105024997,-0.004468592023576459
