t,x,y,z,vx,vy,vz,ax,ay,az,wx,wy,wz,yaw
0.000,0.024,0.901,1.144,0.000,0.000,0.000,6.197,-9.810,1.898,0.000,0.000,0.000,0.000
0.010,0.024,0.900,1.144,0.061,-0.097,0.019,6.072,-9.598,1.861,0.000,0.000,0.000,0.000
0.020,0.025,0.899,1.145,0.121,-0.192,0.037,5.946,-9.385,1.824,0.000,0.000,0.000,0.000
0.030,0.026,0.897,1.145,0.180,-0.285,0.055,5.821,-9.173,1.787,0.000,0.000,0.000,0.000
0.040,0.028,0.893,1.146,0.238,-0.375,0.073,5.696,-8.960,1.751,0.000,0.000,0.000,0.000
0.050,0.031,0.889,1.146,0.294,-0.464,0.090,5.571,-8.747,1.714,0.000,0.000,0.000,0.000
0.060,0.034,0.884,1.147,0.349,-0.550,0.107,5.446,-8.535,1.677,0.000,0.000,0.000,0.000
0.070,0.038,0.878,1.149,0.403,-0.635,0.124,5.321,-8.322,1.641,0.000,0.000,0.000,0.000
0.080,0.042,0.871,1.150,0.456,-0.717,0.140,5.196,-8.110,1.604,0.000,0.000,0.000,0.000
0.090,0.047,0.864,1.151,0.507,-0.797,0.156,5.071,-7.897,1.567,0.000,0.000,0.000,0.000
0.100,0.053,0.855,1.153,0.557,-0.875,0.171,4.946,-7.684,1.530,0.000,0.000,0.000,0.000
0.110,0.058,0.846,1.155,0.606,-0.951,0.187,4.820,-7.472,1.494,0.000,0.000,0.000,0.000
0.120,0.065,0.836,1.157,0.654,-1.024,0.201,4.695,-7.259,1.457,0.000,0.000,0.000,0.000
0.130,0.071,0.826,1.159,0.700,-1.096,0.216,4.570,-7.047,1.420,0.000,0.000,0.000,0.000
0.140,0.079,0.815,1.161,0.745,-1.165,0.230,4.445,-6.834,1.384,0.000,0.000,0.000,0.000
0.150,0.086,0.803,1.163,0.789,-1.232,0.243,4.320,-6.622,1.347,0.000,0.000,0.000,0.000
0.160,0.094,0.790,1.166,0.831,-1.298,0.257,4.195,-6.409,1.310,0.000,0.000,0.000,0.000
0.170,0.103,0.777,1.169,0.873,-1.361,0.270,4.070,-6.196,1.273,0.000,0.000,0.000,0.000
0.180,0.112,0.763,1.171,0.913,-1.421,0.282,3.945,-5.984,1.237,0.000,0.000,0.000,0.000
0.190,0.121,0.748,1.174,0.952,-1.480,0.294,3.819,-5.771,1.200,0.000,0.000,0.000,0.000
0.200,0.131,0.733,1.177,0.989,-1.537,0.306,3.694,-5.559,1.163,0.000,0.000,0.000,0.000
0.210,0.141,0.717,1.180,1.025,-1.591,0.318,3.569,-5.346,1.126,0.000,0.000,0.000,0.000
0.220,0.151,0.701,1.184,1.060,-1.644,0.329,3.444,-5.134,1.090,0.000,0.000,0.000,0.000
0.230,0.162,0.685,1.187,1.094,-1.694,0.339,3.319,-4.921,1.053,0.000,0.000,0.000,0.000
0.240,0.173,0.667,1.190,1.127,-1.742,0.350,3.194,-4.708,1.016,0.000,0.000,0.000,0.000
0.250,0.185,0.650,1.194,1.158,-1.788,0.360,3.069,-4.496,0.980,0.000,0.000,0.000,0.000
0.260,0.196,0.632,1.198,1.188,-1.832,0.369,2.944,-4.283,0.943,0.000,0.000,0.000,0.000
0.270,0.208,0.613,1.201,1.217,-1.874,0.379,2.819,-4.071,0.906,0.000,0.000,0.000,0.000
0.280,0.221,0.594,1.205,1.245,-1.914,0.387,2.693,-3.858,0.869,0.000,0.000,0.000,0.000
0.290,0.233,0.575,1.209,1.271,-1.951,0.396,2.568,-3.646,0.833,0.000,0.000,0.000,0.000
0.300,0.246,0.555,1.213,1.296,-1.986,0.404,2.443,-3.433,0.796,0.000,0.000,0.000,0.000
0.310,0.259,0.535,1.217,1.320,-2.020,0.412,2.318,-3.220,0.759,0.000,0.000,0.000,0.000
0.320,0.273,0.515,1.221,1.342,-2.051,0.419,2.193,-3.008,0.722,0.000,0.000,0.000,0.000
0.330,0.286,0.494,1.225,1.364,-2.080,0.426,2.068,-2.795,0.686,0.000,0.000,0.000,0.000
0.340,0.300,0.473,1.230,1.384,-2.107,0.433,1.943,-2.583,0.649,0.000,0.000,0.000,0.000
0.350,0.314,0.452,1.234,1.402,-2.132,0.439,1.818,-2.370,0.612,0.000,0.000,0.000,0.000
0.360,0.328,0.431,1.239,1.420,-2.154,0.445,1.692,-2.157,0.576,0.000,0.000,0.000,0.000
0.370,0.342,0.409,1.243,1.436,-2.175,0.451,1.567,-1.945,0.539,0.000,0.000,0.000,0.000
0.380,0.357,0.387,1.248,1.451,-2.193,0.456,1.442,-1.732,0.502,0.000,0.000,0.000,0.000
0.390,0.371,0.365,1.252,1.465,-2.209,0.461,1.317,-1.520,0.465,0.000,0.000,0.000,0.000
0.400,0.386,0.343,1.257,1.478,-2.223,0.465,1.192,-1.307,0.429,0.000,0.000,0.000,0.000
0.410,0.401,0.321,1.261,1.489,-2.235,0.469,1.067,-1.095,0.392,0.000,0.000,0.000,0.000
0.420,0.416,0.298,1.266,1.499,-2.245,0.473,0.942,-0.882,0.355,0.000,0.000,0.000,0.000
0.430,0.431,0.276,1.271,1.508,-2.253,0.476,0.817,-0.669,0.319,0.000,0.000,0.000,0.000
0.440,0.446,0.253,1.276,1.515,-2.259,0.479,0.692,-0.457,0.282,0.000,0.000,0.000,0.000
0.450,0.461,0.230,1.281,1.522,-2.262,0.482,0.566,-0.244,0.245,0.000,0.000,0.000,0.000
