t,x,y,z,vx,vy,vz,ax,ay,az,wx,wy,wz,yaw
0.000,0.750,0.000,1.250,0.000,0.000,1.875,-4.688,-1.500,0.000,0.000,0.000,0.000,0.000
0.010,0.750,-0.000,1.269,-0.047,-0.015,1.874,-4.687,-1.499,-0.126,0.000,0.000,0.000,0.000
0.020,0.749,-0.000,1.287,-0.094,-0.030,1.873,-4.683,-1.496,-0.252,0.000,0.000,0.000,0.000
0.030,0.748,-0.001,1.306,-0.141,-0.045,1.870,-4.676,-1.492,-0.378,0.000,0.000,0.000,0.000
0.040,0.746,-0.001,1.325,-0.187,-0.060,1.865,-4.667,-1.485,-0.504,0.000,0.000,0.000,0.000
0.050,0.744,-0.002,1.344,-0.234,-0.075,1.860,-4.654,-1.476,-0.630,0.000,0.000,0.000,0.000
0.060,0.742,-0.003,1.362,-0.280,-0.089,1.853,-4.639,-1.466,-0.755,0.000,0.000,0.000,0.000
0.070,0.739,-0.004,1.381,-0.327,-0.104,1.845,-4.620,-1.454,-0.879,0.000,0.000,0.000,0.000
0.080,0.735,-0.005,1.399,-0.373,-0.118,1.836,-4.599,-1.440,-1.003,0.000,0.000,0.000,0.000
0.090,0.731,-0.006,1.417,-0.419,-0.133,1.825,-4.575,-1.423,-1.126,0.000,0.000,0.000,0.000
0.100,0.727,-0.007,1.435,-0.464,-0.147,1.813,-4.548,-1.406,-1.249,0.000,0.000,0.000,0.000
0.110,0.722,-0.009,1.454,-0.510,-0.161,1.800,-4.518,-1.386,-1.370,0.000,0.000,0.000,0.000
0.120,0.716,-0.011,1.471,-0.555,-0.175,1.786,-4.485,-1.364,-1.491,0.000,0.000,0.000,0.000
0.130,0.711,-0.012,1.489,-0.599,-0.188,1.771,-4.450,-1.341,-1.610,0.000,0.000,0.000,0.000
0.140,0.704,-0.014,1.507,-0.644,-0.201,1.754,-4.411,-1.316,-1.729,0.000,0.000,0.000,0.000
0.150,0.698,-0.016,1.524,-0.688,-0.214,1.737,-4.370,-1.289,-1.846,0.000,0.000,0.000,0.000
0.160,0.691,-0.019,1.542,-0.731,-0.227,1.718,-4.326,-1.260,-1.962,0.000,0.000,0.000,0.000
0.170,0.683,-0.021,1.559,-0.774,-0.240,1.698,-4.280,-1.230,-2.076,0.000,0.000,0.000,0.000
0.180,0.675,-0.023,1.576,-0.817,-0.252,1.676,-4.230,-1.198,-2.189,0.000,0.000,0.000,0.000
0.190,0.667,-0.026,1.592,-0.859,-0.264,1.654,-4.178,-1.164,-2.300,0.000,0.000,0.000,0.000
0.200,0.658,-0.029,1.609,-0.901,-0.275,1.631,-4.124,-1.129,-2.410,0.000,0.000,0.000,0.000
0.210,0.649,-0.032,1.625,-0.942,-0.286,1.606,-4.067,-1.092,-2.518,0.000,0.000,0.000,0.000
0.220,0.639,-0.034,1.641,-0.982,-0.297,1.580,-4.007,-1.054,-2.624,0.000,0.000,0.000,0.000
0.230,0.629,-0.037,1.656,-1.022,-0.307,1.554,-3.945,-1.014,-2.729,0.000,0.000,0.000,0.000
0.240,0.619,-0.041,1.672,-1.061,-0.317,1.526,-3.880,-0.973,-2.831,0.000,0.000,0.000,0.000
0.250,0.608,-0.044,1.687,-1.100,-0.327,1.497,-3.813,-0.930,-2.932,0.000,0.000,0.000,0.000
0.260,0.597,-0.047,1.702,-1.138,-0.336,1.468,-3.743,-0.886,-3.030,0.000,0.000,0.000,0.000
0.270,0.585,-0.051,1.716,-1.175,-0.345,1.437,-3.671,-0.841,-3.126,0.000,0.000,0.000,0.000
0.280,0.573,-0.054,1.731,-1.211,-0.353,1.405,-3.597,-0.794,-3.220,0.000,0.000,0.000,0.000
0.290,0.561,-0.058,1.744,-1.247,-0.360,1.373,-3.520,-0.746,-3.311,0.000,0.000,0.000,0.000
0.300,0.548,-0.061,1.758,-1.282,-0.368,1.339,-3.441,-0.697,-3.400,0.000,0.000,0.000,0.000
0.310,0.535,-0.065,1.771,-1.316,-0.374,1.305,-3.360,-0.647,-3.487,0.000,0.000,0.000,0.000
0.320,0.522,-0.069,1.784,-1.349,-0.381,1.270,-3.277,-0.595,-3.571,0.000,0.000,0.000,0.000
0.330,0.508,-0.073,1.797,-1.381,-0.386,1.234,-3.192,-0.543,-3.653,0.000,0.000,0.000,0.000
0.340,0.494,-0.076,1.809,-1.413,-0.391,1.197,-3.104,-0.490,-3.732,0.000,0.000,0.000,0.000
0.350,0.480,-0.080,1.821,-1.444,-0.396,1.159,-3.015,-0.435,-3.808,0.000,0.000,0.000,0.000
0.360,0.466,-0.084,1.832,-1.474,-0.400,1.121,-2.924,-0.380,-3.881,0.000,0.000,0.000,0.000
0.370,0.451,-0.088,1.843,-1.502,-0.404,1.082,-2.831,-0.324,-3.952,0.000,0.000,0.000,0.000
0.380,0.436,-0.092,1.854,-1.530,-0.407,1.042,-2.736,-0.268,-4.020,0.000,0.000,0.000,0.000
0.390,0.420,-0.097,1.864,-1.557,-0.409,1.002,-2.639,-0.210,-4.085,0.000,0.000,0.000,0.000
0.400,0.404,-0.101,1.874,-1.583,-0.411,0.960,-2.541,-0.152,-4.147,0.000,0.000,0.000,0.000
0.410,0.388,-0.105,1.883,-1.608,-0.412,0.919,-2.441,-0.094,-4.206,0.000,0.000,0.000,0.000
0.420,0.372,-0.109,1.892,-1.632,-0.413,0.876,-2.339,-0.034,-4.262,0.000,0.000,0.000,0.000
0.430,0.356,-0.113,1.900,-1.655,-0.413,0.834,-2.236,0.025,-4.315,0.000,0.000,0.000,0.000
0.440,0.339,-0.117,1.909,-1.677,-0.412,0.790,-2.132,0.085,-4.365,0.000,0.000,0.000,0.000
0.450,0.322,-0.121,1.916,-1.698,-0.411,0.746,-2.026,0.146,-4.412,0.000,0.000,0.000,0.000
