t,x,y,z,vx,vy,vz,ax,ay,az,wx,wy,wz,yaw
0.000,0.024,0.901,1.144,-0.000,0.000,-0.000,3.226,-5.107,0.988,0.000,0.000,0.000,0.000
0.010,0.024,0.901,1.144,0.032,-0.051,0.010,3.179,-5.027,0.974,0.000,0.000,0.000,0.000
0.020,0.024,0.900,1.144,0.064,-0.101,0.019,3.132,-4.947,0.960,0.000,0.000,0.000,0.000
0.030,0.025,0.899,1.145,0.095,-0.150,0.029,3.085,-4.868,0.947,0.000,0.000,0.000,0.000
0.040,0.026,0.897,1.145,0.125,-0.198,0.038,3.038,-4.788,0.933,0.000,0.000,0.000,0.000
0.050,0.028,0.895,1.145,0.155,-0.245,0.048,2.991,-4.708,0.919,0.000,0.000,0.000,0.000
0.060,0.029,0.892,1.146,0.185,-0.292,0.057,2.944,-4.628,0.905,0.000,0.000,0.000,0.000
0.070,0.031,0.889,1.147,0.214,-0.338,0.066,2.897,-4.548,0.891,0.000,0.000,0.000,0.000
0.080,0.034,0.885,1.147,0.243,-0.383,0.075,2.850,-4.468,0.878,0.000,0.000,0.000,0.000
0.090,0.036,0.881,1.148,0.271,-0.427,0.083,2.803,-4.388,0.864,0.000,0.000,0.000,0.000
0.100,0.039,0.877,1.149,0.299,-0.471,0.092,2.756,-4.309,0.850,0.000,0.000,0.000,0.000
0.110,0.042,0.872,1.150,0.326,-0.513,0.100,2.709,-4.229,0.836,0.000,0.000,0.000,0.000
0.120,0.046,0.866,1.151,0.353,-0.555,0.109,2.662,-4.149,0.822,0.000,0.000,0.000,0.000
0.130,0.049,0.861,1.152,0.380,-0.596,0.117,2.615,-4.069,0.809,0.000,0.000,0.000,0.000
0.140,0.053,0.855,1.153,0.406,-0.637,0.125,2.568,-3.989,0.795,0.000,0.000,0.000,0.000
0.150,0.057,0.848,1.154,0.431,-0.676,0.133,2.521,-3.909,0.781,0.000,0.000,0.000,0.000
