t,x,y,z,vx,vy,vz,ax,ay,az,wx,wy,wz,yaw
0.000,1.000,0.000,1.250,0.000,0.000,0.250,-0.250,-0.100,0.000,0.000,0.000,0.000,0.000
0.010,1.000,-0.000,1.253,-0.003,-0.001,0.250,-0.250,-0.100,-0.001,0.000,0.000,0.000,0.000
0.020,1.000,-0.000,1.255,-0.005,-0.002,0.250,-0.251,-0.100,-0.002,0.000,0.000,0.000,0.000
0.030,1.000,-0.000,1.258,-0.008,-0.003,0.251,-0.251,-0.100,-0.003,0.000,0.000,0.000,0.000
0.040,1.000,-0.000,1.260,-0.010,-0.004,0.251,-0.252,-0.100,-0.004,0.000,0.000,0.000,0.000
0.050,1.000,-0.000,1.263,-0.013,-0.005,0.251,-0.252,-0.100,-0.005,0.000,0.000,0.000,0.000
0.060,1.000,-0.000,1.265,-0.015,-0.006,0.251,-0.252,-0.100,-0.006,0.000,0.000,0.000,0.000
0.070,0.999,-0.000,1.268,-0.018,-0.007,0.251,-0.253,-0.100,-0.007,0.000,0.000,0.000,0.000
0.080,0.999,-0.000,1.270,-0.020,-0.008,0.251,-0.253,-0.100,-0.007,0.000,0.000,0.000,0.000
0.090,0.999,-0.000,1.273,-0.023,-0.009,0.251,-0.254,-0.101,-0.008,0.000,0.000,0.000,0.000
0.100,0.999,-0.001,1.275,-0.025,-0.010,0.252,-0.254,-0.101,-0.009,0.000,0.000,0.000,0.000
0.110,0.998,-0.001,1.278,-0.028,-0.011,0.252,-0.254,-0.101,-0.010,0.000,0.000,0.000,0.000
0.120,0.998,-0.001,1.280,-0.030,-0.012,0.252,-0.255,-0.101,-0.011,0.000,0.000,0.000,0.000
0.130,0.998,-0.001,1.283,-0.033,-0.013,0.252,-0.255,-0.101,-0.012,0.000,0.000,0.000,0.000
0.140,0.998,-0.001,1.285,-0.036,-0.014,0.252,-0.255,-0.101,-0.013,0.000,0.000,0.000,0.000
0.150,0.997,-0.001,1.288,-0.038,-0.015,0.252,-0.256,-0.101,-0.014,0.000,0.000,0.000,0.000
0.160,0.997,-0.001,1.290,-0.041,-0.016,0.252,-0.256,-0.101,-0.015,0.000,0.000,0.000,0.000
0.170,0.996,-0.001,1.293,-0.043,-0.017,0.252,-0.256,-0.101,-0.016,0.000,0.000,0.000,0.000
0.180,0.996,-0.002,1.295,-0.046,-0.018,0.252,-0.256,-0.101,-0.017,0.000,0.000,0.000,0.000
0.190,0.995,-0.002,1.298,-0.049,-0.019,0.252,-0.257,-0.101,-0.018,0.000,0.000,0.000,0.000
