t,x,y,z,vx,vy,vz,ax,ay,az,wx,wy,wz,yaw
0.000,0.024,0.901,1.144,0.000,0.000,0.000,5.437,-8.608,1.665,0.000,0.000,0.000,0.000
0.010,0.024,0.900,1.144,0.054,-0.085,0.016,5.334,-8.433,1.635,0.000,0.000,0.000,0.000
0.020,0.025,0.899,1.144,0.107,-0.169,0.033,5.231,-8.258,1.605,0.000,0.000,0.000,0.000
0.030,0.026,0.897,1.145,0.158,-0.250,0.049,5.129,-8.084,1.574,0.000,0.000,0.000,0.000
0.040,0.028,0.894,1.145,0.209,-0.330,0.064,5.026,-7.909,1.544,0.000,0.000,0.000,0.000
0.050,0.030,0.891,1.146,0.259,-0.409,0.079,4.923,-7.734,1.514,0.000,0.000,0.000,0.000
0.060,0.033,0.886,1.147,0.308,-0.485,0.094,4.820,-7.559,1.484,0.000,0.000,0.000,0.000
0.070,0.036,0.881,1.148,0.355,-0.560,0.109,4.717,-7.385,1.454,0.000,0.000,0.000,0.000
0.080,0.040,0.875,1.149,0.402,-0.633,0.124,4.614,-7.210,1.424,0.000,0.000,0.000,0.000
0.090,0.044,0.868,1.151,0.448,-0.704,0.138,4.512,-7.035,1.393,0.000,0.000,0.000,0.000
0.100,0.049,0.861,1.152,0.492,-0.773,0.151,4.409,-6.861,1.363,0.000,0.000,0.000,0.000
0.110,0.054,0.853,1.154,0.536,-0.841,0.165,4.306,-6.686,1.333,0.000,0.000,0.000,0.000
0.120,0.060,0.844,1.155,0.578,-0.907,0.178,4.203,-6.511,1.303,0.000,0.000,0.000,0.000
0.130,0.066,0.835,1.157,0.620,-0.971,0.191,4.100,-6.336,1.273,0.000,0.000,0.000,0.000
0.140,0.072,0.825,1.159,0.660,-1.034,0.204,3.997,-6.162,1.242,0.000,0.000,0.000,0.000
0.150,0.079,0.814,1.161,0.700,-1.095,0.216,3.895,-5.987,1.212,0.000,0.000,0.000,0.000
0.160,0.086,0.803,1.163,0.738,-1.154,0.228,3.792,-5.812,1.182,0.000,0.000,0.000,0.000
0.170,0.094,0.791,1.166,0.776,-1.211,0.239,3.689,-5.638,1.152,0.000,0.000,0.000,0.000
0.180,0.102,0.778,1.168,0.812,-1.266,0.251,3.586,-5.463,1.122,0.000,0.000,0.000,0.000
0.190,0.110,0.766,1.171,0.847,-1.320,0.262,3.483,-5.288,1.092,0.000,0.000,0.000,0.000
0.200,0.119,0.752,1.173,0.882,-1.372,0.273,3.380,-5.113,1.061,0.000,0.000,0.000,0.000
0.210,0.128,0.738,1.176,0.915,-1.422,0.283,3.278,-4.939,1.031,0.000,0.000,0.000,0.000
0.220,0.137,0.724,1.179,0.947,-1.471,0.293,3.175,-4.764,1.001,0.000,0.000,0.000,0.000
0.230,0.147,0.709,1.182,0.979,-1.518,0.303,3.072,-4.589,0.971,0.000,0.000,0.000,0.000
