t,x,y,z,vx,vy,vz,ax,ay,az,wx,wy,wz,yaw
0.000,0.000,0.000,0.000,0.628,0.628,0.628,-0.000,-0.000,-0.000,0.000,0.000,0.000,0.000
0.010,0.006,0.006,0.006,0.628,0.628,0.628,-0.002,-0.002,-0.002,0.000,0.000,0.000,0.000
0.020,0.013,0.013,0.013,0.629,0.629,0.629,-0.005,-0.005,-0.005,0.000,0.000,0.000,0.000
0.030,0.019,0.019,0.019,0.629,0.629,0.629,-0.007,-0.007,-0.007,0.000,0.000,0.000,0.000
0.040,0.025,0.025,0.025,0.629,0.629,0.629,-0.010,-0.010,-0.010,0.000,0.000,0.000,0.000
0.050,0.031,0.031,0.031,0.629,0.629,0.629,-0.012,-0.012,-0.012,0.000,0.000,0.000,0.000
0.060,0.038,0.038,0.038,0.629,0.629,0.629,-0.015,-0.015,-0.015,0.000,0.000,0.000,0.000
0.070,0.044,0.044,0.044,0.629,0.629,0.629,-0.017,-0.017,-0.017,0.000,0.000,0.000,0.000
0.080,0.050,0.050,0.050,0.629,0.629,0.629,-0.020,-0.020,-0.020,0.000,0.000,0.000,0.000
0.090,0.057,0.057,0.057,0.629,0.629,0.629,-0.022,-0.022,-0.022,0.000,0.000,0.000,0.000
0.100,0.063,0.063,0.063,0.629,0.629,0.629,-0.025,-0.025,-0.025,0.000,0.000,0.000,0.000
0.110,0.069,0.069,0.069,0.629,0.629,0.629,-0.027,-0.027,-0.027,0.000,0.000,0.000,0.000
0.120,0.075,0.075,0.075,0.629,0.629,0.629,-0.030,-0.030,-0.030,0.000,0.000,0.000,0.000
0.130,0.082,0.082,0.082,0.628,0.628,0.628,-0.032,-0.032,-0.032,0.000,0.000,0.000,0.000
0.140,0.088,0.088,0.088,0.628,0.628,0.628,-0.035,-0.035,-0.035,0.000,0.000,0.000,0.000
0.150,0.094,0.094,0.094,0.628,0.628,0.628,-0.038,-0.038,-0.038,0.000,0.000,0.000,0.000
0.160,0.101,0.101,0.101,0.628,0.628,0.628,-0.040,-0.040,-0.040,0.000,0.000,0.000,0.000
0.170,0.107,0.107,0.107,0.628,0.628,0.628,-0.043,-0.043,-0.043,0.000,0.000,0.000,0.000
0.180,0.113,0.113,0.113,0.627,0.627,0.627,-0.045,-0.045,-0.045,0.000,0.000,0.000,0.000
0.190,0.119,0.119,0.119,0.627,0.627,0.627,-0.048,-0.048,-0.048,0.000,0.000,0.000,0.000
0.200,0.126,0.126,0.126,0.627,0.627,0.627,-0.050,-0.050,-0.050,0.000,0.000,0.000,0.000
0.210,0.132,0.132,0.132,0.626,0.626,0.626,-0.053,-0.053,-0.053,0.000,0.000,0.000,0.000
