t,x,y,z,vx,vy,vz,ax,ay,az,wx,wy,wz,yaw
0.000,0.024,0.901,1.144,0.000,-0.000,-0.000,2.895,-4.584,0.887,0.000,0.000,0.000,0.000
0.010,0.024,0.901,1.144,0.029,-0.045,0.009,2.855,-4.516,0.875,0.000,0.000,0.000,0.000
0.020,0.024,0.900,1.144,0.057,-0.090,0.017,2.815,-4.448,0.863,0.000,0.000,0.000,0.000
0.030,0.025,0.899,1.145,0.085,-0.134,0.026,2.775,-4.380,0.851,0.000,0.000,0.000,0.000
0.040,0.026,0.897,1.145,0.113,-0.178,0.035,2.735,-4.312,0.840,0.000,0.000,0.000,0.000
0.050,0.027,0.895,1.145,0.140,-0.221,0.043,2.696,-4.244,0.828,0.000,0.000,0.000,0.000
0.060,0.029,0.893,1.146,0.167,-0.263,0.051,2.656,-4.176,0.816,0.000,0.000,0.000,0.000
0.070,0.031,0.890,1.146,0.193,-0.304,0.059,2.616,-4.108,0.805,0.000,0.000,0.000,0.000
0.080,0.033,0.887,1.147,0.219,-0.345,0.067,2.576,-4.041,0.793,0.000,0.000,0.000,0.000
0.090,0.035,0.883,1.148,0.244,-0.385,0.075,2.536,-3.973,0.781,0.000,0.000,0.000,0.000
0.100,0.037,0.879,1.148,0.270,-0.424,0.083,2.496,-3.905,0.769,0.000,0.000,0.000,0.000
0.110,0.040,0.875,1.149,0.294,-0.463,0.090,2.456,-3.837,0.758,0.000,0.000,0.000,0.000
0.120,0.043,0.870,1.150,0.319,-0.501,0.098,2.416,-3.769,0.746,0.000,0.000,0.000,0.000
0.130,0.047,0.865,1.151,0.343,-0.539,0.105,2.376,-3.701,0.734,0.000,0.000,0.000,0.000
0.140,0.050,0.859,1.152,0.366,-0.575,0.113,2.336,-3.633,0.722,0.000,0.000,0.000,0.000
0.150,0.054,0.853,1.153,0.389,-0.611,0.120,2.296,-3.565,0.711,0.000,0.000,0.000,0.000
0.160,0.058,0.847,1.155,0.412,-0.646,0.127,2.256,-3.497,0.699,0.000,0.000,0.000,0.000
0.170,0.062,0.840,1.156,0.434,-0.681,0.134,2.216,-3.430,0.687,0.000,0.000,0.000,0.000
0.180,0.067,0.833,1.157,0.456,-0.715,0.141,2.176,-3.362,0.676,0.000,0.000,0.000,0.000
0.190,0.071,0.826,1.159,0.478,-0.748,0.147,2.136,-3.294,0.664,0.000,0.000,0.000,0.000
0.200,0.076,0.818,1.160,0.499,-0.781,0.154,2.096,-3.226,0.652,0.000,0.000,0.000,0.000
0.210,0.081,0.810,1.162,0.520,-0.813,0.160,2.056,-3.158,0.640,0.000,0.000,0.000,0.000
0.220,0.087,0.802,1.164,0.540,-0.844,0.167,2.016,-3.090,0.629,0.000,0.000,0.000,0.000
0.230,0.092,0.793,1.165,0.560,-0.875,0.173,1.976,-3.022,0.617,0.000,0.000,0.000,0.000
0.240,0.098,0.785,1.167,0.580,-0.905,0.179,1.936,-2.954,0.605,0.000,0.000,0.000,0.000
0.250,0.104,0.775,1.169,0.599,-0.934,0.185,1.896,-2.886,0.593,0.000,0.000,0.000,0.000
