t,x,y,z,vx,vy,vz,ax,ay,az,wx,wy,wz,yaw
0.000,1.000,0.000,1.500,0.000,0.000,0.250,-0.250,-0.100,0.000,0.000,0.000,0.000,0.000
0.010,1.000,-0.000,1.503,-0.003,-0.001,0.250,-0.250,-0.100,-0.001,0.000,0.000,0.000,0.000
0.020,1.000,-0.000,1.505,-0.005,-0.002,0.250,-0.251,-0.100,-0.002,0.000,0.000,0.000,0.000
0.030,1.000,-0.000,1.508,-0.008,-0.003,0.251,-0.251,-0.100,-0.003,0.000,0.000,0.000,0.000
0.040,1.000,-0.000,1.510,-0.010,-0.004,0.251,-0.252,-0.100,-0.004,0.000,0.000,0.000,0.000
0.050,1.000,-0.000,1.513,-0.013,-0.005,0.251,-0.252,-0.100,-0.005,0.000,0.000,0.000,0.000
0.060,1.000,-0.000,1.515,-0.015,-0.006,0.251,-0.252,-0.100,-0.006,0.000,0.000,0.000,0.000
0.070,0.999,-0.000,1.518,-0.018,-0.007,0.251,-0.253,-0.100,-0.007,0.000,0.000,0.000,0.000
0.080,0.999,-0.000,1.520,-0.020,-0.008,0.251,-0.253,-0.100,-0.007,0.000,0.000,0.000,0.000
0.090,0.999,-0.000,1.523,-0.023,-0.009,0.251,-0.254,-0.101,-0.008,0.000,0.000,0.000,0.000
0.100,0.999,-0.001,1.525,-0.025,-0.010,0.252,-0.254,-0.101,-0.009,0.000,0.000,0.000,0.000
0.110,0.998,-0.001,1.528,-0.028,-0.011,0.252,-0.254,-0.101,-0.010,0.000,0.000,0.000,0.000
0.120,0.998,-0.001,1.530,-0.030,-0.012,0.252,-0.255,-0.101,-0.011,0.000,0.000,0.000,0.000
0.130,0.998,-0.001,1.533,-0.033,-0.013,0.252,-0.255,-0.101,-0.012,0.000,0.000,0.000,0.000
0.140,0.998,-0.001,1.535,-0.036,-0.014,0.252,-0.255,-0.101,-0.013,0.000,0.000,0.000,0.000
0.150,0.997,-0.001,1.538,-0.038,-0.015,0.252,-0.256,-0.101,-0.014,0.000,0.000,0.000,0.000
0.160,0.997,-0.001,1.540,-0.041,-0.016,0.252,-0.256,-0.101,-0.015,0.000,0.000,0.000,0.000
0.170,0.996,-0.001,1.543,-0.043,-0.017,0.252,-0.256,-0.101,-0.016,0.000,0.000,0.000,0.000
0.180,0.996,-0.002,1.545,-0.046,-0.018,0.252,-0.256,-0.101,-0.017,0.000,0.000,0.000,0.000
0.190,0.995,-0.002,1.548,-0.049,-0.019,0.252,-0.257,-0.101,-0.018,0.000,0.000,0.000,0.000
0.200,0.995,-0.002,1.550,-0.051,-0.020,0.252,-0.257,-0.100,-0.019,0.000,0.000,0.000,0.000
0.210,0.994,-0.002,1.553,-0.054,-0.021,0.252,-0.257,-0.100,-0.020,0.000,0.000,0.000,0.000
0.220,0.994,-0.002,1.555,-0.056,-0.022,0.252,-0.258,-0.100,-0.021,0.000,0.000,0.000,0.000
0.230,0.993,-0.003,1.558,-0.059,-0.023,0.252,-0.258,-0.100,-0.022,0.000,0.000,0.000,0.000
0.240,0.993,-0.003,1.560,-0.062,-0.024,0.252,-0.258,-0.100,-0.023,0.000,0.000,0.000,0.000
0.250,0.992,-0.003,1.563,-0.064,-0.025,0.252,-0.258,-0.100,-0.024,0.000,0.000,0.000,0.000
0.260,0.991,-0.003,1.565,-0.067,-0.026,0.252,-0.259,-0.100,-0.025,0.000,0.000,0.000,0.000
0.270,0.991,-0.004,1.568,-0.070,-0.027,0.252,-0.259,-0.100,-0.026,0.000,0.000,0.000,0.000
0.280,0.990,-0.004,1.570,-0.072,-0.028,0.252,-0.259,-0.100,-0.027,0.000,0.000,0.000,0.000
0.290,0.989,-0.004,1.573,-0.075,-0.029,0.252,-0.259,-0.100,-0.028,0.000,0.000,0.000,0.000
0.300,0.988,-0.005,1.576,-0.078,-0.030,0.252,-0.260,-0.100,-0.029,0.000,0.000,0.000,0.000
