t,x,y,z,vx,vy,vz,ax,ay,az,wx,wy,wz,yaw
0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.010,0.000,0.000,0.500,0.003,0.000,0.000,0.588,0.000,0.000,0.000,0.000,0.000,0.000
0.020,0.000,0.000,0.500,0.012,0.000,0.000,1.140,0.000,0.000,0.000,0.000,0.000,0.000
0.030,0.000,0.000,0.500,0.026,0.000,0.000,1.656,0.000,0.000,0.000,0.000,0.000,0.000
0.040,0.001,0.000,0.500,0.045,0.000,0.000,2.138,0.000,0.000,0.000,0.000,0.000,0.000
0.051,0.001,0.000,0.500,0.069,0.000,0.000,2.587,0.000,0.000,0.000,0.000,0.000,0.000
0.061,0.002,0.000,0.500,0.097,0.000,0.000,3.002,0.000,0.000,0.000,0.000,0.000,0.000
0.071,0.003,0.000,0.500,0.130,0.000,0.000,3.385,0.000,0.000,0.000,0.000,0.000,0.000
0.081,0.005,0.000,0.500,0.166,0.000,0.000,3.736,0.000,0.000,0.000,0.000,0.000,0.000
0.091,0.007,0.000,0.500,0.205,0.000,0.000,4.057,0.000,0.000,0.000,0.000,0.000,0.000
0.101,0.009,0.000,0.500,0.247,0.000,0.000,4.348,0.000,0.000,0.000,0.000,0.000,0.000
0.111,0.012,0.000,0.500,0.293,0.000,0.000,4.609,0.000,0.000,0.000,0.000,0.000,0.000
0.121,0.015,0.000,0.500,0.340,0.000,0.000,4.842,0.000,0.000,0.000,0.000,0.000,0.000
0.131,0.018,0.000,0.500,0.390,0.000,0.000,5.047,0.000,0.000,0.000,0.000,0.000,0.000
0.141,0.023,0.000,0.500,0.442,0.000,0.000,5.225,0.000,0.000,0.000,0.000,0.000,0.000
0.152,0.027,0.000,0.500,0.496,0.000,0.000,5.376,0.000,0.000,0.000,0.000,0.000,0.000
0.162,0.033,0.000,0.500,0.551,0.000,0.000,5.502,0.000,0.000,0.000,0.000,0.000,0.000
0.172,0.038,0.000,0.500,0.607,0.000,0.000,5.603,0.000,0.000,0.000,0.000,0.000,0.000
0.182,0.045,0.000,0.500,0.664,0.000,0.000,5.680,0.000,0.000,0.000,0.000,0.000,0.000
0.192,0.052,0.000,0.500,0.722,0.000,0.000,5.733,0.000,0.000,0.000,0.000,0.000,0.000
0.202,0.059,0.000,0.500,0.780,0.000,0.000,5.764,0.000,0.000,0.000,0.000,0.000,0.000
0.212,0.068,0.000,0.500,0.838,0.000,0.000,5.773,0.000,0.000,0.000,0.000,0.000,0.000
0.222,0.076,0.000,0.500,0.896,0.000,0.000,5.761,0.000,0.000,0.000,0.000,0.000,0.000
0.232,0.086,0.000,0.500,0.954,0.000,0.000,5.729,0.000,0.000,0.000,0.000,0.000,0.000
0.242,0.096,0.000,0.500,1.012,0.000,0.000,5.677,0.000,0.000,0.000,0.000,0.000,0.000
0.253,0.106,0.000,0.500,1.069,0.000,0.000,5.605,0.000,0.000,0.000,0.000,0.000,0.000
0.263,0.117,0.000,0.500,1.125,0.000,0.000,5.516,0.000,0.000,0.000,0.000,0.000,0.000
0.273,0.129,0.000,0.500,1.180,0.000,0.000,5.409,0.000,0.000,0.000,0.000,0.000,0.000
0.283,0.141,0.000,0.500,1.234,0.000,0.000,5.286,0.000,0.000,0.000,0.000,0.000,0.000
0.293,0.154,0.000,0.500,1.287,0.000,0.000,5.147,0.000,0.000,0.000,0.000,0.000,0.000
0.303,0.167,0.000,0.500,1.338,0.000,0.000,4.992,0.000,0.000,0.000,0.000,0.000,0.000
0.313,0.181,0.000,0.500,1.388,0.000,0.000,4.823,0.000,0.000,0.000,0.000,0.000,0.000
0.323,0.195,0.000,0.500,1.436,0.000,0.000,4.640,0.000,0.000,0.000,0.000,0.000,0.000
0.333,0.210,0.000,0.500,1.481,0.000,0.000,4.444,0.000,0.000,0.000,0.000,0.000,0.000
0.343,0.225,0.000,0.500,1.525,0.000,0.000,4.236,0.000,0.000,0.000,0.000,0.000,0.000
0.354,0.241,0.000,0.500,1.567,0.000,0.000,4.017,0.000,0.000,0.000,0.000,0.000,0.000
0.364,0.257,0.000,0.500,1.606,0.000,0.000,3.787,0.000,0.000,0.000,0.000,0.000,0.000
0.374,0.273,0.000,0.500,1.643,0.000,0.000,3.546,0.000,0.000,0.000,0.000,0.000,0.000
0.384,0.290,0.000,0.500,1.678,0.000,0.000,3.297,0.000,0.000,0.000,0.000,0.000,0.000
0.394,0.307,0.000,0.500,1.710,0.000,0.000,3.039,0.000,0.000,0.000,0.000,0.000,0.000
0.404,0.324,0.000,0.500,1.739,0.000,0.000,2.773,0.000,0.000,0.000,0.000,0.000,0.000
0.414,0.342,0.000,0.500,1.766,0.000,0.000,2.500,0.000,0.000,0.000,0.000,0.000,0.000
0.424,0.360,0.000,0.500,1.790,0.000,0.000,2.221,0.000,0.000,0.000,0.000,0.000,0.000
0.434,0.378,0.000,0.500,1.811,0.000,0.000,1.936,0.000,0.000,0.000,0.000,0.000,0.000
0.444,0.397,0.000,0.500,1.829,0.000,0.000,1.646,0.000,0.000,0.000,0.000,0.000,0.000
0.455,0.415,0.000,0.500,1.844,0.000,0.000,1.352,0.000,0.000,0.000,0.000,0.000,0.000
0.465,0.434,0.000,0.500,1.856,0.000,0.000,1.055,0.000,0.000,0.000,0.000,0.000,0.000
0.475,0.453,0.000,0.500,1.865,0.000,0.000,0.756,0.000,0.000,0.000,0.000,0.000,0.000
0.485,0.472,0.000,0.500,1.872,0.000,0.000,0.454,0.000,0.000,0.000,0.000,0.000,0.000
0.495,0.491,0.000,0.500,1.875,0.000,0.000,0.151,0.000,0.000,0.000,0.000,0.000,0.000
0.505,0.509,0.000,0.500,1.875,0.000,0.000,-0.151,-0.000,-0.000,0.000,0.000,0.000,0.000
0.515,0.528,0.000,0.500,1.872,0.000,0.000,-0.454,-0.000,-0.000,0.000,0.000,0.000,0.000
0.525,0.547,0.000,0.500,1.865,0.000,0.000,-0.756,-0.000,-0.000,0.000,0.000,0.000,0.000
0.535,0.566,0.000,0.500,1.856,0.000,0.000,-1.055,-0.000,-0.000,0.000,0.000,0.000,0.000
0.545,0.585,0.000,0.500,1.844,0.000,0.000,-1.352,-0.000,-0.000,0.000,0.000,0.000,0.000
0.556,0.603,0.000,0.500,1.829,0.000,0.000,-1.646,-0.000,-0.000,0.000,0.000,0.000,0.000
0.566,0.622,0.000,0.500,1.811,0.000,0.000,-1.936,-0.000,-0.000,0.000,0.000,0.000,0.000
0.576,0.640,0.000,0.500,1.790,0.000,0.000,-2.221,-0.000,-0.000,0.000,0.000,0.000,0.000
0.586,0.658,0.000,0.500,1.766,0.000,0.000,-2.500,-0.000,-0.000,0.000,0.000,0.000,0.000
0.596,0.676,0.000,0.500,1.739,0.000,0.000,-2.773,-0.000,-0.000,0.000,0.000,0.000,0.000
0.606,0.693,0.000,0.500,1.710,0.000,0.000,-3.039,-0.000,-0.000,0.000,0.000,0.000,0.000
0.616,0.710,0.000,0.500,1.678,0.000,0.000,-3.297,-0.000,-0.000,0.000,0.000,0.000,0.000
0.626,0.727,0.000,0.500,1.643,0.000,0.000,-3.546,-0.000,-0.000,0.000,0.000,0.000,0.000
0.636,0.743,0.000,0.500,1.606,0.000,0.000,-3.787,-0.000,-0.000,0.000,0.000,0.000,0.000
0.646,0.759,0.000,0.500,1.567,0.000,0.000,-4.017,-0.000,-0.000,0.000,0.000,0.000,0.000
0.657,0.775,0.000,0.500,1.525,0.000,0.000,-4.236,-0.000,-0.000,0.000,0.000,0.000,0.000
0.667,0.790,0.000,0.500,1.481,0.000,0.000,-4.444,-0.000,-0.000,0.000,0.000,0.000,0.000
0.677,0.805,0.000,0.500,1.436,0.000,0.000,-4.640,-0.000,-0.000,0.000,0.000,0.000,0.000
0.687,0.819,0.000,0.500,1.388,0.000,0.000,-4.823,-0.000,-0.000,0.000,0.000,0.000,0.000
0.697,0.833,0.000,0.500,1.338,0.000,0.000,-4.992,-0.000,-0.000,0.000,0.000,0.000,0.000
0.707,0.846,0.000,0.500,1.287,0.000,0.000,-5.147,-0.000,-0.000,0.000,0.000,0.000,0.000
0.717,0.859,0.000,0.500,1.234,0.000,0.000,-5.286,-0.000,-0.000,0.000,0.000,0.000,0.000
0.727,0.871,0.000,0.500,1.180,0.000,0.000,-5.409,-0.000,-0.000,0.000,0.000,0.000,0.000
0.737,0.883,0.000,0.500,1.125,0.000,0.000,-5.516,-0.000,-0.000,0.000,0.000,0.000,0.000
0.747,0.894,0.000,0.500,1.069,0.000,0.000,-5.605,-0.000,-0.000,0.000,0.000,0.000,0.000
0.758,0.904,0.000,0.500,1.012,0.000,0.000,-5.677,-0.000,-0.000,0.000,0.000,0.000,0.000
0.768,0.914,0.000,0.500,0.954,0.000,0.000,-5.729,-0.000,-0.000,0.000,0.000,0.000,0.000
0.778,0.924,0.000,0.500,0.896,0.000,0.000,-5.761,-0.000,-0.000,0.000,0.000,0.000,0.000
0.788,0.932,0.000,0.500,0.838,0.000,0.000,-5.773,-0.000,-0.000,0.000,0.000,0.000,0.000
0.798,0.941,0.000,0.500,0.780,0.000,0.000,-5.764,-0.000,-0.000,0.000,0.000,0.000,0.000
0.808,0.948,0.000,0.500,0.722,0.000,0.000,-5.733,-0.000,-0.000,0.000,0.000,0.000,0.000
0.818,0.955,0.000,0.500,0.664,0.000,0.000,-5.680,-0.000,-0.000,0.000,0.000,0.000,0.000
0.828,0.962,0.000,0.500,0.607,0.000,0.000,-5.603,-0.000,-0.000,0.000,0.000,0.000,0.000
0.838,0.967,0.000,0.500,0.551,0.000,0.000,-5.502,-0.000,-0.000,0.000,0.000,0.000,0.000
0.848,0.973,0.000,0.500,0.496,0.000,0.000,-5.376,-0.000,-0.000,0.000,0.000,0.000,0.000
0.859,0.977,0.000,0.500,0.442,0.000,0.000,-5.225,-0.000,-0.000,0.000,0.000,0.000,0.000
0.869,0.982,0.000,0.500,0.390,0.000,0.000,-5.047,-0.000,-0.000,0.000,0.000,0.000,0.000
0.879,0.985,0.000,0.500,0.340,0.000,0.000,-4.842,-0.000,-0.000,0.000,0.000,0.000,0.000
0.889,0.988,0.000,0.500,0.293,0.000,0.000,-4.609,-0.000,-0.000,0.000,0.000,0.000,0.000
0.899,0.991,0.000,0.500,0.247,0.000,0.000,-4.348,-0.000,-0.000,0.000,0.000,0.000,0.000
0.909,0.993,0.000,0.500,0.205,0.000,0.000,-4.057,-0.000,-0.000,0.000,0.000,0.000,0.000
0.919,0.995,0.000,0.500,0.166,0.000,0.000,-3.736,-0.000,-0.000,0.000,0.000,0.000,0.000
0.929,0.997,0.000,0.500,0.130,0.000,0.000,-3.385,-0.000,-0.000,0.000,0.000,0.000,0.000
0.939,0.998,0.000,0.500,0.097,0.000,0.000,-3.002,-0.000,-0.000,0.000,0.000,0.000,0.000
0.949,0.999,0.000,0.500,0.069,0.000,0.000,-2.587,-0.000,-0.000,0.000,0.000,0.000,0.000
0.960,0.999,0.000,0.500,0.045,0.000,0.000,-2.138,-0.000,-0.000,0.000,0.000,0.000,0.000
0.970,1.000,0.000,0.500,0.026,0.000,0.000,-1.656,-0.000,-0.000,0.000,0.000,0.000,0.000
0.980,1.000,0.000,0.500,0.012,0.000,0.000,-1.140,-0.000,-0.000,0.000,0.000,0.000,0.000
0.990,1.000,0.000,0.500,0.003,0.000,0.000,-0.588,-0.000,-0.000,0.000,0.000,0.000,0.000
