t,x,y,z,vx,vy,vz,ax,ay,az,wx,wy,wz,yaw
0.000,0.000,0.000,0.000,0.628,0.628,0.628,-0.000,-0.000,-0.000,0.000,0.000,0.000,0.000
0.010,0.006,0.006,0.006,0.629,0.629,0.629,-0.002,-0.002,-0.002,0.000,0.000,0.000,0.000
0.020,0.013,0.013,0.013,0.629,0.629,0.629,-0.005,-0.005,-0.005,0.000,0.000,0.000,0.000
0.030,0.019,0.019,0.019,0.629,0.629,0.629,-0.007,-0.007,-0.007,0.000,0.000,0.000,0.000
0.040,0.025,0.025,0.025,0.629,0.629,0.629,-0.010,-0.010,-0.010,0.000,0.000,0.000,0.000
0.050,0.031,0.031,0.031,0.629,0.629,0.629,-0.012,-0.012,-0.012,0.000,0.000,0.000,0.000
0.060,0.038,0.038,0.038,0.629,0.629,0.629,-0.015,-0.015,-0.015,0.000,0.000,0.000,0.000
0.070,0.044,0.044,0.044,0.629,0.629,0.629,-0.017,-0.017,-0.017,0.000,0.000,0.000,0.000
0.080,0.050,0.050,0.050,0.629,0.629,0.629,-0.020,-0.020,-0.020,0.000,0.000,0.000,0.000
0.090,0.057,0.057,0.057,0.629,0.629,0.629,-0.023,-0.023,-0.023,0.000,0.000,0.000,0.000
0.100,0.063,0.063,0.063,0.629,0.629,0.629,-0.025,-0.025,-0.025,0.000,0.000,0.000,0.000
0.110,0.069,0.069,0.069,0.629,0.629,0.629,-0.028,-0.028,-0.028,0.000,0.000,0.000,0.000
0.120,0.076,0.076,0.076,0.629,0.629,0.629,-0.030,-0.030,-0.030,0.000,0.000,0.000,0.000
0.130,0.082,0.082,0.082,0.629,0.629,0.629,-0.033,-0.033,-0.033,0.000,0.000,0.000,0.000
0.140,0.088,0.088,0.088,0.629,0.629,0.629,-0.035,-0.035,-0.035,0.000,0.000,0.000,0.000
0.150,0.094,0.094,0.094,0.629,0.629,0.629,-0.038,-0.038,-0.038,0.000,0.000,0.000,0.000
0.160,0.101,0.101,0.101,0.629,0.629,0.629,-0.040,-0.040,-0.040,0.000,0.000,0.000,0.000
0.170,0.107,0.107,0.107,0.629,0.629,0.629,-0.043,-0.043,-0.043,0.000,0.000,0.000,0.000
0.180,0.113,0.113,0.113,0.629,0.629,0.629,-0.045,-0.045,-0.045,0.000,0.000,0.000,0.000
0.190,0.120,0.120,0.120,0.628,0.628,0.628,-0.048,-0.048,-0.048,0.000,0.000,0.000,0.000
0.200,0.126,0.126,0.126,0.628,0.628,0.628,-0.050,-0.050,-0.050,0.000,0.000,0.000,0.000
0.210,0.132,0.132,0.132,0.628,0.628,0.628,-0.053,-0.053,-0.053,0.000,0.000,0.000,0.000
0.220,0.138,0.138,0.138,0.628,0.628,0.628,-0.056,-0.056,-0.056,0.000,0.000,0.000,0.000
0.230,0.145,0.145,0.145,0.627,0.627,0.627,-0.058,-0.058,-0.058,0.000,0.000,0.000,0.000
0.240,0.151,0.151,0.151,0.627,0.627,0.627,-0.061,-0.061,-0.061,0.000,0.000,0.000,0.000
0.250,0.157,0.157,0.157,0.626,0.626,0.626,-0.063,-0.063,-0.063,0.000,0.000,0.000,0.000
0.260,0.163,0.163,0.163,0.626,0.626,0.626,-0.066,-0.066,-0.066,0.000,0.000,0.000,0.000
0.270,0.170,0.170,0.170,0.626,0.626,0.626,-0.068,-0.068,-0.068,0.000,0.000,0.000,0.000
0.280,0.176,0.176,0.176,0.625,0.625,0.625,-0.071,-0.071,-0.071,0.000,0.000,0.000,0.000
0.290,0.182,0.182,0.182,0.625,0.625,0.625,-0.074,-0.074,-0.074,0.000,0.000,0.000,0.000
0.300,0.188,0.188,0.188,0.624,0.624,0.624,-0.076,-0.076,-0.076,0.000,0.000,0.000,0.000
0.310,0.195,0.195,0.195,0.624,0.624,0.624,-0.079,-0.079,-0.079,0.000,0.000,0.000,0.000
0.320,0.201,0.201,0.201,0.623,0.623,0.623,-0.081,-0.081,-0.081,0.000,0.000,0.000,0.000
0.330,0.207,0.207,0.207,0.623,0.623,0.623,-0.084,-0.084,-0.084,0.000,0.000,0.000,0.000
0.340,0.213,0.213,0.213,0.622,0.622,0.622,-0.086,-0.086,-0.086,0.000,0.000,0.000,0.000
0.350,0.220,0.220,0.220,0.621,0.621,0.621,-0.089,-0.089,-0.089,0.000,0.000,0.000,0.000
0.360,0.226,0.226,0.226,0.621,0.621,0.621,-0.092,-0.092,-0.092,0.000,0.000,0.000,0.000
0.370,0.232,0.232,0.232,0.620,0.620,0.620,-0.094,-0.094,-0.094,0.000,0.000,0.000,0.000
0.380,0.238,0.238,0.238,0.619,0.619,0.619,-0.097,-0.097,-0.097,0.000,0.000,0.000,0.000
0.390,0.244,0.244,0.244,0.618,0.618,0.618,-0.099,-0.099,-0.099,0.000,0.000,0.000,0.000
0.400,0.251,0.251,0.251,0.618,0.618,0.618,-0.102,-0.102,-0.102,0.000,0.000,0.000,0.000
0.410,0.257,0.257,0.257,0.617,0.617,0.617,-0.105,-0.105,-0.105,0.000,0.000,0.000,0.000
0.420,0.263,0.263,0.263,0.616,0.616,0.616,-0.107,-0.107,-0.107,0.000,0.000,0.000,0.000
0.430,0.269,0.269,0.269,0.615,0.615,0.615,-0.110,-0.110,-0.110,0.000,0.000,0.000,0.000
0.440,0.275,0.275,0.275,0.614,0.614,0.614,-0.112,-0.112,-0.112,0.000,0.000,0.000,0.000
0.450,0.281,0.281,0.281,0.613,0.613,0.613,-0.115,-0.115,-0.115,0.000,0.000,0.000,0.000
0.460,0.287,0.287,0.287,0.613,0.613,0.613,-0.118,-0.118,-0.118,0.000,0.000,0.000,0.000
0.470,0.294,0.294,0.294,0.612,0.612,0.612,-0.120,-0.120,-0.120,0.000,0.000,0.000,0.000
0.480,0.300,0.300,0.300,0.611,0.611,0.611,-0.123,-0.123,-0.123,0.000,0.000,0.000,0.000
0.490,0.306,0.306,0.306,0.610,0.610,0.610,-0.125,-0.125,-0.125,0.000,0.000,0.000,0.000
0.500,0.312,0.312,0.312,0.609,0.609,0.609,-0.128,-0.128,-0.128,0.000,0.000,0.000,0.000
0.510,0.318,0.318,0.318,0.607,0.607,0.607,-0.131,-0.131,-0.131,0.000,0.000,0.000,0.000
0.520,0.324,0.324,0.324,0.606,0.606,0.606,-0.133,-0.133,-0.133,0.000,0.000,0.000,0.000
0.530,0.330,0.330,0.330,0.605,0.605,0.605,-0.136,-0.136,-0.136,0.000,0.000,0.000,0.000
0.540,0.336,0.336,0.336,0.604,0.604,0.604,-0.138,-0.138,-0.138,0.000,0.000,0.000,0.000
0.550,0.342,0.342,0.342,0.603,0.603,0.603,-0.141,-0.141,-0.141,0.000,0.000,0.000,0.000
0.560,0.348,0.348,0.348,0.602,0.602,0.602,-0.144,-0.144,-0.144,0.000,0.000,0.000,0.000
0.570,0.354,0.354,0.354,0.601,0.601,0.601,-0.146,-0.146,-0.146,0.000,0.000,0.000,0.000
0.580,0.360,0.360,0.360,0.599,0.599,0.599,-0.149,-0.149,-0.149,0.000,0.000,0.000,0.000
0.590,0.366,0.366,0.366,0.598,0.598,0.598,-0.151,-0.151,-0.151,0.000,0.000,0.000,0.000
0.600,0.372,0.372,0.372,0.597,0.597,0.597,-0.154,-0.154,-0.154,0.000,0.000,0.000,0.000
0.610,0.378,0.378,0.378,0.595,0.595,0.595,-0.156,-0.156,-0.156,0.000,0.000,0.000,0.000
0.620,0.384,0.384,0.384,0.594,0.594,0.594,-0.159,-0.159,-0.159,0.000,0.000,0.000,0.000
0.630,0.390,0.390,0.390,0.593,0.593,0.593,-0.162,-0.162,-0.162,0.000,0.000,0.000,0.000
0.640,0.396,0.396,0.396,0.591,0.591,0.591,-0.164,-0.164,-0.164,0.000,0.000,0.000,0.000
0.650,0.402,0.402,0.402,0.590,0.590,0.590,-0.167,-0.167,-0.167,0.000,0.000,0.000,0.000
0.660,0.408,0.408,0.408,0.588,0.588,0.588,-0.169,-0.169,-0.169,0.000,0.000,0.000,0.000
0.670,0.414,0.414,0.414,0.587,0.587,0.587,-0.172,-0.172,-0.172,0.000,0.000,0.000,0.000
0.680,0.419,0.419,0.419,0.585,0.585,0.585,-0.174,-0.174,-0.174,0.000,0.000,0.000,0.000
0.690,0.425,0.425,0.425,0.584,0.584,0.584,-0.177,-0.177,-0.177,0.000,0.000,0.000,0.000
0.700,0.431,0.431,0.431,0.582,0.582,0.582,-0.180,-0.180,-0.180,0.000,0.000,0.000,0.000
0.710,0.437,0.437,0.437,0.581,0.581,0.581,-0.182,-0.182,-0.182,0.000,0.000,0.000,0.000
0.720,0.443,0.443,0.443,0.579,0.579,0.579,-0.185,-0.185,-0.185,0.000,0.000,0.000,0.000
0.730,0.449,0.449,0.449,0.578,0.578,0.578,-0.187,-0.187,-0.187,0.000,0.000,0.000,0.000
0.740,0.454,0.454,0.454,0.576,0.576,0.576,-0.190,-0.190,-0.190,0.000,0.000,0.000,0.000
0.750,0.460,0.460,0.460,0.574,0.574,0.574,-0.192,-0.192,-0.192,0.000,0.000,0.000,0.000
0.760,0.466,0.466,0.466,0.572,0.572,0.572,-0.195,-0.195,-0.195,0.000,0.000,0.000,0.000
0.770,0.472,0.472,0.472,0.571,0.571,0.571,-0.197,-0.197,-0.197,0.000,0.000,0.000,0.000
0.780,0.477,0.477,0.477,0.569,0.569,0.569,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000
0.790,0.483,0.483,0.483,0.567,0.567,0.567,-0.203,-0.203,-0.203,0.000,0.000,0.000,0.000
0.800,0.489,0.489,0.489,0.565,0.565,0.565,-0.205,-0.205,-0.205,0.000,0.000,0.000,0.000
0.810,0.494,0.494,0.494,0.563,0.563,0.563,-0.208,-0.208,-0.208,0.000,0.000,0.000,0.000
0.820,0.500,0.500,0.500,0.562,0.562,0.562,-0.210,-0.210,-0.210,0.000,0.000,0.000,0.000
0.830,0.505,0.505,0.505,0.560,0.560,0.560,-0.213,-0.213,-0.213,0.000,0.000,0.000,0.000
0.840,0.511,0.511,0.511,0.558,0.558,0.558,-0.215,-0.215,-0.215,0.000,0.000,0.000,0.000
0.850,0.517,0.517,0.517,0.556,0.556,0.556,-0.218,-0.218,-0.218,0.000,0.000,0.000,0.000
0.860,0.522,0.522,0.522,0.554,0.554,0.554,-0.220,-0.220,-0.220,0.000,0.000,0.000,0.000
0.870,0.528,0.528,0.528,0.552,0.552,0.552,-0.223,-0.223,-0.223,0.000,0.000,0.000,0.000
0.880,0.533,0.533,0.533,0.550,0.550,0.550,-0.225,-0.225,-0.225,0.000,0.000,0.000,0.000
0.890,0.539,0.539,0.539,0.548,0.548,0.548,-0.228,-0.228,-0.228,0.000,0.000,0.000,0.000
0.900,0.544,0.544,0.544,0.546,0.546,0.546,-0.230,-0.230,-0.230,0.000,0.000,0.000,0.000
0.910,0.550,0.550,0.550,0.544,0.544,0.544,-0.233,-0.233,-0.233,0.000,0.000,0.000,0.000
0.920,0.555,0.555,0.555,0.541,0.541,0.541,-0.235,-0.235,-0.235,0.000,0.000,0.000,0.000
0.930,0.560,0.560,0.560,0.539,0.539,0.539,-0.238,-0.238,-0.238,0.000,0.000,0.000,0.000
0.940,0.566,0.566,0.566,0.537,0.537,0.537,-0.240,-0.240,-0.240,0.000,0.000,0.000,0.000
0.950,0.571,0.571,0.571,0.535,0.535,0.535,-0.243,-0.243,-0.243,0.000,0.000,0.000,0.000
0.960,0.576,0.576,0.576,0.533,0.533,0.533,-0.245,-0.245,-0.245,0.000,0.000,0.000,0.000
0.970,0.582,0.582,0.582,0.530,0.530,0.530,-0.247,-0.247,-0.247,0.000,0.000,0.000,0.000
0.980,0.587,0.587,0.587,0.528,0.528,0.528,-0.250,-0.250,-0.250,0.000,0.000,0.000,0.000
0.990,0.592,0.592,0.592,0.526,0.526,0.526,-0.252,-0.252,-0.252,0.000,0.000,0.000,0.000
1.000,0.598,0.598,0.598,0.523,0.523,0.523,-0.255,-0.255,-0.255,0.000,0.000,0.000,0.000
1.010,0.603,0.603,0.603,0.521,0.521,0.521,-0.257,-0.257,-0.257,0.000,0.000,0.000,0.000
1.020,0.608,0.608,0.608,0.519,0.519,0.519,-0.260,-0.260,-0.260,0.000,0.000,0.000,0.000
1.030,0.613,0.613,0.613,0.516,0.516,0.516,-0.262,-0.262,-0.262,0.000,0.000,0.000,0.000
1.040,0.618,0.618,0.618,0.514,0.514,0.514,-0.264,-0.264,-0.264,0.000,0.000,0.000,0.000
1.050,0.623,0.623,0.623,0.511,0.511,0.511,-0.267,-0.267,-0.267,0.000,0.000,0.000,0.000
1.060,0.629,0.629,0.629,0.509,0.509,0.509,-0.269,-0.269,-0.269,0.000,0.000,0.000,0.000
1.070,0.634,0.634,0.634,0.506,0.506,0.506,-0.272,-0.272,-0.272,0.000,0.000,0.000,0.000
1.080,0.639,0.639,0.639,0.504,0.504,0.504,-0.274,-0.274,-0.274,0.000,0.000,0.000,0.000
1.090,0.644,0.644,0.644,0.501,0.501,0.501,-0.276,-0.276,-0.276,0.000,0.000,0.000,0.000
1.100,0.649,0.649,0.649,0.499,0.499,0.499,-0.279,-0.279,-0.279,0.000,0.000,0.000,0.000
1.110,0.654,0.654,0.654,0.496,0.496,0.496,-0.281,-0.281,-0.281,0.000,0.000,0.000,0.000
1.120,0.659,0.659,0.659,0.494,0.494,0.494,-0.283,-0.283,-0.283,0.000,0.000,0.000,0.000
1.130,0.664,0.664,0.664,0.491,0.491,0.491,-0.286,-0.286,-0.286,0.000,0.000,0.000,0.000
1.140,0.668,0.668,0.668,0.488,0.488,0.488,-0.288,-0.288,-0.288,0.000,0.000,0.000,0.000
1.150,0.673,0.673,0.673,0.485,0.485,0.485,-0.290,-0.290,-0.290,0.000,0.000,0.000,0.000
1.160,0.678,0.678,0.678,0.483,0.483,0.483,-0.293,-0.293,-0.293,0.000,0.000,0.000,0.000
1.170,0.683,0.683,0.683,0.480,0.480,0.480,-0.295,-0.295,-0.295,0.000,0.000,0.000,0.000
1.180,0.688,0.688,0.688,0.477,0.477,0.477,-0.297,-0.297,-0.297,0.000,0.000,0.000,0.000
1.190,0.693,0.693,0.693,0.474,0.474,0.474,-0.300,-0.300,-0.300,0.000,0.000,0.000,0.000
1.200,0.697,0.697,0.697,0.472,0.472,0.472,-0.302,-0.302,-0.302,0.000,0.000,0.000,0.000
1.210,0.702,0.702,0.702,0.469,0.469,0.469,-0.304,-0.304,-0.304,0.000,0.000,0.000,0.000
1.220,0.707,0.707,0.707,0.466,0.466,0.466,-0.306,-0.306,-0.306,0.000,0.000,0.000,0.000
1.230,0.711,0.711,0.711,0.463,0.463,0.463,-0.309,-0.309,-0.309,0.000,0.000,0.000,0.000
