t,x,y,z,vx,vy,vz,ax,ay,az,wx,wy,wz,yaw
0.000,0.750,0.000,1.250,0.000,0.000,1.125,-1.688,-0.450,0.000,0.000,0.000,0.000,0.000
0.010,0.750,-0.000,1.261,-0.017,-0.005,1.125,-1.688,-0.450,-0.027,0.000,0.000,0.000,0.000
0.020,0.750,-0.000,1.272,-0.034,-0.009,1.125,-1.687,-0.450,-0.053,0.000,0.000,0.000,0.000
0.030,0.749,-0.000,1.284,-0.051,-0.013,1.124,-1.687,-0.449,-0.080,0.000,0.000,0.000,0.000
0.040,0.749,-0.000,1.295,-0.068,-0.018,1.123,-1.686,-0.449,-0.107,0.000,0.000,0.000,0.000
0.050,0.748,-0.001,1.306,-0.084,-0.022,1.122,-1.685,-0.448,-0.133,0.000,0.000,0.000,0.000
0.060,0.747,-0.001,1.317,-0.101,-0.027,1.121,-1.683,-0.447,-0.160,0.000,0.000,0.000,0.000
0.070,0.746,-0.001,1.329,-0.118,-0.031,1.119,-1.681,-0.445,-0.187,0.000,0.000,0.000,0.000
0.080,0.745,-0.001,1.340,-0.135,-0.036,1.117,-1.678,-0.444,-0.213,0.000,0.000,0.000,0.000
0.090,0.743,-0.002,1.351,-0.152,-0.040,1.115,-1.675,-0.442,-0.240,0.000,0.000,0.000,0.000
0.100,0.742,-0.002,1.362,-0.168,-0.045,1.113,-1.672,-0.440,-0.266,0.000,0.000,0.000,0.000
0.110,0.740,-0.003,1.373,-0.185,-0.049,1.110,-1.669,-0.438,-0.293,0.000,0.000,0.000,0.000
0.120,0.738,-0.003,1.384,-0.202,-0.053,1.107,-1.665,-0.436,-0.319,0.000,0.000,0.000,0.000
0.130,0.736,-0.004,1.395,-0.218,-0.058,1.104,-1.660,-0.433,-0.345,0.000,0.000,0.000,0.000
0.140,0.733,-0.004,1.406,-0.235,-0.062,1.101,-1.656,-0.431,-0.372,0.000,0.000,0.000,0.000
0.150,0.731,-0.005,1.417,-0.252,-0.066,1.097,-1.650,-0.428,-0.398,0.000,0.000,0.000,0.000
0.160,0.728,-0.006,1.428,-0.268,-0.071,1.093,-1.645,-0.425,-0.424,0.000,0.000,0.000,0.000
0.170,0.726,-0.006,1.439,-0.285,-0.075,1.089,-1.639,-0.421,-0.450,0.000,0.000,0.000,0.000
0.180,0.723,-0.007,1.450,-0.301,-0.079,1.084,-1.633,-0.418,-0.476,0.000,0.000,0.000,0.000
0.190,0.720,-0.008,1.461,-0.317,-0.083,1.079,-1.626,-0.414,-0.501,0.000,0.000,0.000,0.000
0.200,0.716,-0.009,1.472,-0.334,-0.087,1.074,-1.619,-0.410,-0.527,0.000,0.000,0.000,0.000
0.210,0.713,-0.010,1.482,-0.350,-0.091,1.069,-1.612,-0.406,-0.553,0.000,0.000,0.000,0.000
0.220,0.709,-0.011,1.493,-0.366,-0.096,1.064,-1.604,-0.402,-0.578,0.000,0.000,0.000,0.000
0.230,0.706,-0.012,1.504,-0.382,-0.100,1.058,-1.596,-0.397,-0.603,0.000,0.000,0.000,0.000
0.240,0.702,-0.013,1.514,-0.398,-0.103,1.052,-1.587,-0.392,-0.629,0.000,0.000,0.000,0.000
0.250,0.698,-0.014,1.525,-0.414,-0.107,1.045,-1.579,-0.388,-0.654,0.000,0.000,0.000,0.000
0.260,0.694,-0.015,1.535,-0.430,-0.111,1.039,-1.569,-0.383,-0.678,0.000,0.000,0.000,0.000
0.270,0.689,-0.016,1.546,-0.445,-0.115,1.032,-1.560,-0.377,-0.703,0.000,0.000,0.000,0.000
0.280,0.685,-0.017,1.556,-0.461,-0.119,1.025,-1.550,-0.372,-0.728,0.000,0.000,0.000,0.000
0.290,0.680,-0.018,1.566,-0.476,-0.123,1.018,-1.540,-0.366,-0.752,0.000,0.000,0.000,0.000
0.300,0.675,-0.020,1.576,-0.492,-0.126,1.010,-1.529,-0.361,-0.776,0.000,0.000,0.000,0.000
0.310,0.670,-0.021,1.586,-0.507,-0.130,1.002,-1.518,-0.355,-0.800,0.000,0.000,0.000,0.000
0.320,0.665,-0.022,1.596,-0.522,-0.133,0.994,-1.507,-0.348,-0.824,0.000,0.000,0.000,0.000
0.330,0.660,-0.024,1.606,-0.537,-0.137,0.986,-1.495,-0.342,-0.848,0.000,0.000,0.000,0.000
0.340,0.654,-0.025,1.616,-0.552,-0.140,0.978,-1.483,-0.336,-0.871,0.000,0.000,0.000,0.000
0.350,0.649,-0.026,1.626,-0.567,-0.143,0.969,-1.471,-0.329,-0.894,0.000,0.000,0.000,0.000
0.360,0.643,-0.028,1.635,-0.582,-0.147,0.960,-1.458,-0.322,-0.917,0.000,0.000,0.000,0.000
0.370,0.637,-0.029,1.645,-0.596,-0.150,0.951,-1.445,-0.315,-0.940,0.000,0.000,0.000,0.000
0.380,0.631,-0.031,1.654,-0.611,-0.153,0.942,-1.432,-0.308,-0.962,0.000,0.000,0.000,0.000
0.390,0.625,-0.032,1.664,-0.625,-0.156,0.932,-1.418,-0.301,-0.985,0.000,0.000,0.000,0.000
0.400,0.618,-0.034,1.673,-0.639,-0.159,0.922,-1.404,-0.293,-1.007,0.000,0.000,0.000,0.000
0.410,0.612,-0.036,1.682,-0.653,-0.162,0.912,-1.390,-0.286,-1.029,0.000,0.000,0.000,0.000
0.420,0.605,-0.037,1.691,-0.667,-0.165,0.902,-1.375,-0.278,-1.050,0.000,0.000,0.000,0.000
0.430,0.599,-0.039,1.700,-0.681,-0.168,0.891,-1.360,-0.270,-1.072,0.000,0.000,0.000,0.000
0.440,0.592,-0.040,1.709,-0.695,-0.170,0.880,-1.344,-0.262,-1.093,0.000,0.000,0.000,0.000
0.450,0.585,-0.042,1.718,-0.708,-0.173,0.869,-1.329,-0.254,-1.113,0.000,0.000,0.000,0.000
0.460,0.578,-0.044,1.726,-0.721,-0.175,0.858,-1.313,-0.245,-1.134,0.000,0.000,0.000,0.000
0.470,0.570,-0.046,1.735,-0.734,-0.178,0.847,-1.297,-0.237,-1.154,0.000,0.000,0.000,0.000
0.480,0.563,-0.048,1.743,-0.747,-0.180,0.835,-1.280,-0.228,-1.174,0.000,0.000,0.000,0.000
0.490,0.555,-0.049,1.752,-0.760,-0.182,0.824,-1.263,-0.219,-1.194,0.000,0.000,0.000,0.000
0.500,0.548,-0.051,1.760,-0.773,-0.184,0.812,-1.246,-0.210,-1.213,0.000,0.000,0.000,0.000
0.510,0.540,-0.053,1.768,-0.785,-0.187,0.800,-1.229,-0.201,-1.232,0.000,0.000,0.000,0.000
0.520,0.532,-0.055,1.776,-0.798,-0.188,0.787,-1.211,-0.192,-1.251,0.000,0.000,0.000,0.000
0.530,0.524,-0.057,1.784,-0.810,-0.190,0.775,-1.193,-0.183,-1.270,0.000,0.000,0.000,0.000
0.540,0.516,-0.059,1.791,-0.822,-0.192,0.762,-1.175,-0.174,-1.288,0.000,0.000,0.000,0.000
0.550,0.508,-0.061,1.799,-0.833,-0.194,0.749,-1.156,-0.164,-1.306,0.000,0.000,0.000,0.000
0.560,0.499,-0.063,1.806,-0.845,-0.195,0.736,-1.137,-0.154,-1.323,0.000,0.000,0.000,0.000
0.570,0.491,-0.065,1.814,-0.856,-0.197,0.723,-1.118,-0.145,-1.340,0.000,0.000,0.000,0.000
0.580,0.482,-0.067,1.821,-0.867,-0.198,0.709,-1.099,-0.135,-1.357,0.000,0.000,0.000,0.000
0.590,0.473,-0.068,1.828,-0.878,-0.200,0.696,-1.079,-0.125,-1.374,0.000,0.000,0.000,0.000
0.600,0.464,-0.070,1.835,-0.889,-0.201,0.682,-1.059,-0.115,-1.390,0.000,0.000,0.000,0.000
0.610,0.455,-0.073,1.841,-0.900,-0.202,0.668,-1.039,-0.105,-1.406,0.000,0.000,0.000,0.000
0.620,0.446,-0.075,1.848,-0.910,-0.203,0.654,-1.018,-0.095,-1.421,0.000,0.000,0.000,0.000
0.630,0.437,-0.077,1.854,-0.920,-0.204,0.640,-0.998,-0.084,-1.437,0.000,0.000,0.000,0.000
0.640,0.428,-0.079,1.861,-0.930,-0.205,0.626,-0.977,-0.074,-1.451,0.000,0.000,0.000,0.000
0.650,0.419,-0.081,1.867,-0.940,-0.205,0.611,-0.956,-0.064,-1.466,0.000,0.000,0.000,0.000
0.660,0.409,-0.083,1.873,-0.950,-0.206,0.596,-0.934,-0.053,-1.480,0.000,0.000,0.000,0.000
0.670,0.400,-0.085,1.879,-0.959,-0.206,0.582,-0.913,-0.042,-1.494,0.000,0.000,0.000,0.000
0.680,0.390,-0.087,1.885,-0.968,-0.207,0.567,-0.891,-0.032,-1.507,0.000,0.000,0.000,0.000
0.690,0.380,-0.089,1.890,-0.977,-0.207,0.552,-0.869,-0.021,-1.520,0.000,0.000,0.000,0.000
0.700,0.371,-0.091,1.896,-0.986,-0.207,0.536,-0.847,-0.010,-1.533,0.000,0.000,0.000,0.000
0.710,0.361,-0.093,1.901,-0.994,-0.207,0.521,-0.824,0.001,-1.545,0.000,0.000,0.000,0.000
0.720,0.351,-0.095,1.906,-1.002,-0.207,0.506,-0.802,0.011,-1.557,0.000,0.000,0.000,0.000
0.730,0.341,-0.097,1.911,-1.010,-0.207,0.490,-0.779,0.022,-1.568,0.000,0.000,0.000,0.000
0.740,0.330,-0.099,1.916,-1.018,-0.207,0.474,-0.756,0.033,-1.579,0.000,0.000,0.000,0.000
0.750,0.320,-0.101,1.921,-1.026,-0.206,0.459,-0.733,0.044,-1.590,0.000,0.000,0.000,0.000
0.760,0.310,-0.103,1.925,-1.033,-0.206,0.443,-0.709,0.055,-1.600,0.000,0.000,0.000,0.000
0.770,0.300,-0.105,1.929,-1.040,-0.205,0.427,-0.686,0.066,-1.610,0.000,0.000,0.000,0.000
0.780,0.289,-0.108,1.934,-1.047,-0.205,0.411,-0.662,0.078,-1.619,0.000,0.000,0.000,0.000
0.790,0.279,-0.110,1.938,-1.054,-0.204,0.394,-0.638,0.089,-1.629,0.000,0.000,0.000,0.000
0.800,0.268,-0.112,1.942,-1.060,-0.203,0.378,-0.614,0.100,-1.637,0.000,0.000,0.000,0.000
0.810,0.257,-0.114,1.945,-1.066,-0.202,0.362,-0.590,0.111,-1.645,0.000,0.000,0.000,0.000
0.820,0.247,-0.116,1.949,-1.072,-0.201,0.345,-0.565,0.122,-1.653,0.000,0.000,0.000,0.000
0.830,0.236,-0.118,1.952,-1.078,-0.199,0.329,-0.541,0.133,-1.661,0.000,0.000,0.000,0.000
0.840,0.225,-0.120,1.955,-1.083,-0.198,0.312,-0.516,0.145,-1.668,0.000,0.000,0.000,0.000
0.850,0.214,-0.122,1.958,-1.088,-0.197,0.295,-0.491,0.156,-1.674,0.000,0.000,0.000,0.000
0.860,0.203,-0.124,1.961,-1.093,-0.195,0.279,-0.466,0.167,-1.681,0.000,0.000,0.000,0.000
0.870,0.192,-0.125,1.964,-1.098,-0.193,0.262,-0.441,0.178,-1.686,0.000,0.000,0.000,0.000
0.880,0.181,-0.127,1.966,-1.102,-0.191,0.245,-0.416,0.189,-1.692,0.000,0.000,0.000,0.000
0.890,0.170,-0.129,1.969,-1.106,-0.189,0.228,-0.391,0.200,-1.697,0.000,0.000,0.000,0.000
0.900,0.159,-0.131,1.971,-1.110,-0.187,0.211,-0.366,0.211,-1.701,0.000,0.000,0.000,0.000
0.910,0.148,-0.133,1.973,-1.114,-0.185,0.194,-0.340,0.222,-1.705,0.000,0.000,0.000,0.000
0.920,0.137,-0.135,1.975,-1.117,-0.183,0.177,-0.315,0.234,-1.709,0.000,0.000,0.000,0.000
0.930,0.126,-0.137,1.977,-1.121,-0.181,0.160,-0.289,0.245,-1.712,0.000,0.000,0.000,0.000
0.940,0.115,-0.139,1.978,-1.123,-0.178,0.143,-0.263,0.255,-1.715,0.000,0.000,0.000,0.000
0.950,0.103,-0.140,1.979,-1.126,-0.175,0.126,-0.238,0.266,-1.717,0.000,0.000,0.000,0.000
0.960,0.092,-0.142,1.981,-1.128,-0.173,0.109,-0.212,0.277,-1.719,0.000,0.000,0.000,0.000
0.970,0.081,-0.144,1.982,-1.131,-0.170,0.091,-0.186,0.288,-1.721,0.000,0.000,0.000,0.000
0.980,0.069,-0.145,1.982,-1.132,-0.167,0.074,-0.160,0.299,-1.722,0.000,0.000,0.000,0.000
0.990,0.058,-0.147,1.983,-1.134,-0.164,0.057,-0.134,0.310,-1.722,0.000,0.000,0.000,0.000
1.000,0.047,-0.149,1.984,-1.135,-0.161,0.040,-0.108,0.320,-1.723,0.000,0.000,0.000,0.000
1.010,0.035,-0.150,1.984,-1.136,-0.158,0.023,-0.082,0.331,-1.722,0.000,0.000,0.000,0.000
1.020,0.024,-0.152,1.984,-1.137,-0.154,0.005,-0.055,0.341,-1.722,0.000,0.000,0.000,0.000
1.030,0.013,-0.153,1.984,-1.138,-0.151,-0.012,-0.029,0.352,-1.721,0.000,0.000,0.000,0.000
1.040,0.001,-0.155,1.984,-1.138,-0.147,-0.029,-0.003,0.362,-1.719,0.000,0.000,0.000,0.000
1.050,-0.010,-0.156,1.983,-1.138,-0.144,-0.046,0.023,0.372,-1.717,0.000,0.000,0.000,0.000
1.060,-0.021,-0.158,1.983,-1.138,-0.140,-0.063,0.049,0.382,-1.715,0.000,0.000,0.000,0.000
