t,x,y,z,vx,vy,vz,ax,ay,az,wx,wy,wz,yaw
0.000,0.024,0.901,1.144,-0.000,-0.000,0.000,2.384,-3.774,0.730,0.000,0.000,0.000,0.000
0.010,0.024,0.901,1.144,0.024,-0.037,0.007,2.354,-3.723,0.721,0.000,0.000,0.000,0.000
0.020,0.024,0.900,1.144,0.047,-0.074,0.014,2.324,-3.673,0.713,0.000,0.000,0.000,0.000
0.030,0.025,0.899,1.144,0.070,-0.111,0.022,2.294,-3.622,0.704,0.000,0.000,0.000,0.000
0.040,0.026,0.898,1.145,0.093,-0.147,0.029,2.265,-3.571,0.695,0.000,0.000,0.000,0.000
0.050,0.027,0.896,1.145,0.115,-0.182,0.035,2.235,-3.521,0.686,0.000,0.000,0.000,0.000
0.060,0.028,0.894,1.145,0.138,-0.217,0.042,2.205,-3.470,0.677,0.000,0.000,0.000,0.000
0.070,0.029,0.892,1.146,0.160,-0.252,0.049,2.175,-3.419,0.669,0.000,0.000,0.000,0.000
0.080,0.031,0.889,1.146,0.181,-0.286,0.056,2.145,-3.368,0.660,0.000,0.000,0.000,0.000
0.090,0.033,0.886,1.147,0.202,-0.319,0.062,2.115,-3.318,0.651,0.000,0.000,0.000,0.000
0.100,0.035,0.883,1.148,0.223,-0.352,0.069,2.085,-3.267,0.642,0.000,0.000,0.000,0.000
0.110,0.037,0.879,1.148,0.244,-0.384,0.075,2.056,-3.216,0.634,0.000,0.000,0.000,0.000
0.120,0.040,0.875,1.149,0.265,-0.416,0.081,2.026,-3.165,0.625,0.000,0.000,0.000,0.000
0.130,0.043,0.871,1.150,0.285,-0.448,0.088,1.996,-3.115,0.616,0.000,0.000,0.000,0.000
0.140,0.046,0.866,1.151,0.304,-0.479,0.094,1.966,-3.064,0.607,0.000,0.000,0.000,0.000
0.150,0.049,0.861,1.152,0.324,-0.509,0.100,1.936,-3.013,0.599,0.000,0.000,0.000,0.000
0.160,0.052,0.856,1.153,0.343,-0.539,0.106,1.906,-2.963,0.590,0.000,0.000,0.000,0.000
0.170,0.056,0.851,1.154,0.362,-0.568,0.111,1.876,-2.912,0.581,0.000,0.000,0.000,0.000
0.180,0.059,0.845,1.155,0.381,-0.597,0.117,1.847,-2.861,0.572,0.000,0.000,0.000,0.000
0.190,0.063,0.839,1.156,0.399,-0.626,0.123,1.817,-2.810,0.564,0.000,0.000,0.000,0.000
0.200,0.067,0.832,1.158,0.417,-0.653,0.128,1.787,-2.760,0.555,0.000,0.000,0.000,0.000
0.210,0.072,0.826,1.159,0.435,-0.681,0.134,1.757,-2.709,0.546,0.000,0.000,0.000,0.000
0.220,0.076,0.819,1.160,0.452,-0.708,0.139,1.727,-2.658,0.537,0.000,0.000,0.000,0.000
0.230,0.081,0.811,1.162,0.469,-0.734,0.145,1.697,-2.607,0.528,0.000,0.000,0.000,0.000
0.240,0.085,0.804,1.163,0.486,-0.760,0.150,1.667,-2.557,0.520,0.000,0.000,0.000,0.000
0.250,0.090,0.796,1.165,0.503,-0.785,0.155,1.638,-2.506,0.511,0.000,0.000,0.000,0.000
0.260,0.095,0.788,1.166,0.519,-0.810,0.160,1.608,-2.455,0.502,0.000,0.000,0.000,0.000
0.270,0.101,0.780,1.168,0.535,-0.834,0.165,1.578,-2.405,0.493,0.000,0.000,0.000,0.000
0.280,0.106,0.772,1.170,0.550,-0.858,0.170,1.548,-2.354,0.485,0.000,0.000,0.000,0.000
0.290,0.112,0.763,1.171,0.566,-0.881,0.175,1.518,-2.303,0.476,0.000,0.000,0.000,0.000
0.300,0.117,0.754,1.173,0.581,-0.904,0.180,1.488,-2.252,0.467,0.000,0.000,0.000,0.000
0.310,0.123,0.745,1.175,0.596,-0.926,0.184,1.458,-2.202,0.458,0.000,0.000,0.000,0.000
0.320,0.129,0.735,1.177,0.610,-0.948,0.189,1.429,-2.151,0.450,0.000,0.000,0.000,0.000
0.330,0.136,0.726,1.179,0.624,-0.969,0.193,1.399,-2.100,0.441,0.000,0.000,0.000,0.000
0.340,0.142,0.716,1.181,0.638,-0.990,0.198,1.369,-2.049,0.432,0.000,0.000,0.000,0.000
0.350,0.148,0.706,1.183,0.652,-1.010,0.202,1.339,-1.999,0.423,0.000,0.000,0.000,0.000
0.360,0.155,0.696,1.185,0.665,-1.030,0.206,1.309,-1.948,0.415,0.000,0.000,0.000,0.000
0.370,0.162,0.685,1.187,0.678,-1.049,0.210,1.279,-1.897,0.406,0.000,0.000,0.000,0.000
0.380,0.168,0.675,1.189,0.690,-1.068,0.214,1.249,-1.847,0.397,0.000,0.000,0.000,0.000
0.390,0.175,0.664,1.191,0.703,-1.086,0.218,1.220,-1.796,0.388,0.000,0.000,0.000,0.000
0.400,0.183,0.653,1.193,0.715,-1.104,0.222,1.190,-1.745,0.380,0.000,0.000,0.000,0.000
0.410,0.190,0.642,1.195,0.726,-1.121,0.226,1.160,-1.694,0.371,0.000,0.000,0.000,0.000
0.420,0.197,0.631,1.198,0.738,-1.138,0.229,1.130,-1.644,0.362,0.000,0.000,0.000,0.000
0.430,0.204,0.619,1.200,0.749,-1.154,0.233,1.100,-1.593,0.353,0.000,0.000,0.000,0.000
0.440,0.212,0.608,1.202,0.760,-1.170,0.236,1.070,-1.542,0.344,0.000,0.000,0.000,0.000
0.450,0.220,0.596,1.205,0.770,-1.185,0.240,1.040,-1.492,0.336,0.000,0.000,0.000,0.000
0.460,0.227,0.584,1.207,0.781,-1.199,0.243,1.011,-1.441,0.327,0.000,0.000,0.000,0.000
0.470,0.235,0.572,1.210,0.791,-1.214,0.246,0.981,-1.390,0.318,0.000,0.000,0.000,0.000
0.480,0.243,0.560,1.212,0.800,-1.227,0.249,0.951,-1.339,0.309,0.000,0.000,0.000,0.000
0.490,0.251,0.547,1.215,0.810,-1.240,0.253,0.921,-1.289,0.301,0.000,0.000,0.000,0.000
