t,x,y,z,vx,vy,vz,ax,ay,az,wx,wy,wz,yaw
0.000,0.000,0.000,0.000,0.628,0.628,0.628,-0.000,-0.000,-0.000,0.000,0.000,0.000,0.000
0.010,0.006,0.006,0.006,0.629,0.629,0.629,-0.002,-0.002,-0.002,0.000,0.000,0.000,0.000
0.020,0.013,0.013,0.013,0.629,0.629,0.629,-0.005,-0.005,-0.005,0.000,0.000,0.000,0.000
0.030,0.019,0.019,0.019,0.630,0.630,0.630,-0.007,-0.007,-0.007,0.000,0.000,0.000,0.000
0.040,0.025,0.025,0.025,0.630,0.630,0.630,-0.010,-0.010,-0.010,0.000,0.000,0.000,0.000
0.050,0.031,0.031,0.031,0.631,0.631,0.631,-0.013,-0.013,-0.013,0.000,0.000,0.000,0.000
0.060,0.038,0.038,0.038,0.631,0.631,0.631,-0.015,-0.015,-0.015,0.000,0.000,0.000,0.000
0.070,0.044,0.044,0.044,0.631,0.631,0.631,-0.018,-0.018,-0.018,0.000,0.000,0.000,0.000
0.080,0.050,0.050,0.050,0.632,0.632,0.632,-0.020,-0.020,-0.020,0.000,0.000,0.000,0.000
0.090,0.057,0.057,0.057,0.632,0.632,0.632,-0.023,-0.023,-0.023,0.000,0.000,0.000,0.000
0.100,0.063,0.063,0.063,0.632,0.632,0.632,-0.025,-0.025,-0.025,0.000,0.000,0.000,0.000
0.110,0.069,0.069,0.069,0.632,0.632,0.632,-0.028,-0.028,-0.028,0.000,0.000,0.000,0.000
0.120,0.076,0.076,0.076,0.633,0.633,0.633,-0.030,-0.030,-0.030,0.000,0.000,0.000,0.000
0.130,0.082,0.082,0.082,0.633,0.633,0.633,-0.033,-0.033,-0.033,0.000,0.000,0.000,0.000
0.140,0.088,0.088,0.088,0.633,0.633,0.633,-0.036,-0.036,-0.036,0.000,0.000,0.000,0.000
0.150,0.095,0.095,0.095,0.633,0.633,0.633,-0.038,-0.038,-0.038,0.000,0.000,0.000,0.000
0.160,0.101,0.101,0.101,0.633,0.633,0.633,-0.041,-0.041,-0.041,0.000,0.000,0.000,0.000
0.170,0.107,0.107,0.107,0.633,0.633,0.633,-0.044,-0.044,-0.044,0.000,0.000,0.000,0.000
0.180,0.114,0.114,0.114,0.633,0.633,0.633,-0.046,-0.046,-0.046,0.000,0.000,0.000,0.000
0.190,0.120,0.120,0.120,0.633,0.633,0.633,-0.049,-0.049,-0.049,0.000,0.000,0.000,0.000
0.200,0.126,0.126,0.126,0.633,0.633,0.633,-0.052,-0.052,-0.052,0.000,0.000,0.000,0.000
0.210,0.133,0.133,0.133,0.633,0.633,0.633,-0.054,-0.054,-0.054,0.000,0.000,0.000,0.000
0.220,0.139,0.139,0.139,0.633,0.633,0.633,-0.057,-0.057,-0.057,0.000,0.000,0.000,0.000
0.230,0.145,0.145,0.145,0.633,0.633,0.633,-0.060,-0.060,-0.060,0.000,0.000,0.000,0.000
0.240,0.152,0.152,0.152,0.633,0.633,0.633,-0.062,-0.062,-0.062,0.000,0.000,0.000,0.000
0.250,0.158,0.158,0.158,0.633,0.633,0.633,-0.065,-0.065,-0.065,0.000,0.000,0.000,0.000
0.260,0.164,0.164,0.164,0.633,0.633,0.633,-0.068,-0.068,-0.068,0.000,0.000,0.000,0.000
0.270,0.171,0.171,0.171,0.633,0.633,0.633,-0.070,-0.070,-0.070,0.000,0.000,0.000,0.000
0.280,0.177,0.177,0.177,0.632,0.632,0.632,-0.073,-0.073,-0.073,0.000,0.000,0.000,0.000
0.290,0.183,0.183,0.183,0.632,0.632,0.632,-0.076,-0.076,-0.076,0.000,0.000,0.000,0.000
0.300,0.190,0.190,0.190,0.632,0.632,0.632,-0.079,-0.079,-0.079,0.000,0.000,0.000,0.000
0.310,0.196,0.196,0.196,0.632,0.632,0.632,-0.081,-0.081,-0.081,0.000,0.000,0.000,0.000
0.320,0.202,0.202,0.202,0.631,0.631,0.631,-0.084,-0.084,-0.084,0.000,0.000,0.000,0.000
0.330,0.209,0.209,0.209,0.631,0.631,0.631,-0.087,-0.087,-0.087,0.000,0.000,0.000,0.000
0.340,0.215,0.215,0.215,0.631,0.631,0.631,-0.090,-0.090,-0.090,0.000,0.000,0.000,0.000
0.350,0.221,0.221,0.221,0.630,0.630,0.630,-0.092,-0.092,-0.092,0.000,0.000,0.000,0.000
0.360,0.227,0.227,0.227,0.630,0.630,0.630,-0.095,-0.095,-0.095,0.000,0.000,0.000,0.000
0.370,0.234,0.234,0.234,0.629,0.629,0.629,-0.098,-0.098,-0.098,0.000,0.000,0.000,0.000
0.380,0.240,0.240,0.240,0.629,0.629,0.629,-0.101,-0.101,-0.101,0.000,0.000,0.000,0.000
0.390,0.246,0.246,0.246,0.628,0.628,0.628,-0.104,-0.104,-0.104,0.000,0.000,0.000,0.000
0.400,0.253,0.253,0.253,0.628,0.628,0.628,-0.106,-0.106,-0.106,0.000,0.000,0.000,0.000
0.410,0.259,0.259,0.259,0.627,0.627,0.627,-0.109,-0.109,-0.109,0.000,0.000,0.000,0.000
0.420,0.265,0.265,0.265,0.627,0.627,0.627,-0.112,-0.112,-0.112,0.000,0.000,0.000,0.000
0.430,0.271,0.271,0.271,0.626,0.626,0.626,-0.115,-0.115,-0.115,0.000,0.000,0.000,0.000
0.440,0.278,0.278,0.278,0.625,0.625,0.625,-0.118,-0.118,-0.118,0.000,0.000,0.000,0.000
0.450,0.284,0.284,0.284,0.625,0.625,0.625,-0.121,-0.121,-0.121,0.000,0.000,0.000,0.000
0.460,0.290,0.290,0.290,0.624,0.624,0.624,-0.123,-0.123,-0.123,0.000,0.000,0.000,0.000
0.470,0.296,0.296,0.296,0.623,0.623,0.623,-0.126,-0.126,-0.126,0.000,0.000,0.000,0.000
0.480,0.303,0.303,0.303,0.622,0.622,0.622,-0.129,-0.129,-0.129,0.000,0.000,0.000,0.000
0.490,0.309,0.309,0.309,0.622,0.622,0.622,-0.132,-0.132,-0.132,0.000,0.000,0.000,0.000
0.500,0.315,0.315,0.315,0.621,0.621,0.621,-0.135,-0.135,-0.135,0.000,0.000,0.000,0.000
0.510,0.321,0.321,0.321,0.620,0.620,0.620,-0.138,-0.138,-0.138,0.000,0.000,0.000,0.000
0.520,0.328,0.328,0.328,0.619,0.619,0.619,-0.141,-0.141,-0.141,0.000,0.000,0.000,0.000
0.530,0.334,0.334,0.334,0.618,0.618,0.618,-0.143,-0.143,-0.143,0.000,0.000,0.000,0.000
0.540,0.340,0.340,0.340,0.617,0.617,0.617,-0.146,-0.146,-0.146,0.000,0.000,0.000,0.000
0.550,0.346,0.346,0.346,0.616,0.616,0.616,-0.149,-0.149,-0.149,0.000,0.000,0.000,0.000
0.560,0.352,0.352,0.352,0.615,0.615,0.615,-0.152,-0.152,-0.152,0.000,0.000,0.000,0.000
0.570,0.358,0.358,0.358,0.614,0.614,0.614,-0.155,-0.155,-0.155,0.000,0.000,0.000,0.000
0.580,0.364,0.364,0.364,0.613,0.613,0.613,-0.158,-0.158,-0.158,0.000,0.000,0.000,0.000
0.590,0.371,0.371,0.371,0.612,0.612,0.612,-0.161,-0.161,-0.161,0.000,0.000,0.000,0.000
0.600,0.377,0.377,0.377,0.611,0.611,0.611,-0.164,-0.164,-0.164,0.000,0.000,0.000,0.000
0.610,0.383,0.383,0.383,0.610,0.610,0.610,-0.167,-0.167,-0.167,0.000,0.000,0.000,0.000
0.620,0.389,0.389,0.389,0.608,0.608,0.608,-0.170,-0.170,-0.170,0.000,0.000,0.000,0.000
0.630,0.395,0.395,0.395,0.607,0.607,0.607,-0.173,-0.173,-0.173,0.000,0.000,0.000,0.000
0.640,0.401,0.401,0.401,0.606,0.606,0.606,-0.176,-0.176,-0.176,0.000,0.000,0.000,0.000
0.650,0.407,0.407,0.407,0.605,0.605,0.605,-0.178,-0.178,-0.178,0.000,0.000,0.000,0.000
0.660,0.413,0.413,0.413,0.603,0.603,0.603,-0.181,-0.181,-0.181,0.000,0.000,0.000,0.000
0.670,0.419,0.419,0.419,0.602,0.602,0.602,-0.184,-0.184,-0.184,0.000,0.000,0.000,0.000
0.680,0.425,0.425,0.425,0.601,0.601,0.601,-0.187,-0.187,-0.187,0.000,0.000,0.000,0.000
0.690,0.431,0.431,0.431,0.599,0.599,0.599,-0.190,-0.190,-0.190,0.000,0.000,0.000,0.000
0.700,0.437,0.437,0.437,0.598,0.598,0.598,-0.193,-0.193,-0.193,0.000,0.000,0.000,0.000
0.710,0.443,0.443,0.443,0.596,0.596,0.596,-0.196,-0.196,-0.196,0.000,0.000,0.000,0.000
0.720,0.449,0.449,0.449,0.595,0.595,0.595,-0.199,-0.199,-0.199,0.000,0.000,0.000,0.000
0.730,0.455,0.455,0.455,0.593,0.593,0.593,-0.202,-0.202,-0.202,0.000,0.000,0.000,0.000
0.740,0.461,0.461,0.461,0.592,0.592,0.592,-0.205,-0.205,-0.205,0.000,0.000,0.000,0.000
0.750,0.467,0.467,0.467,0.590,0.590,0.590,-0.208,-0.208,-0.208,0.000,0.000,0.000,0.000
0.760,0.473,0.473,0.473,0.589,0.589,0.589,-0.211,-0.211,-0.211,0.000,0.000,0.000,0.000
0.770,0.479,0.479,0.479,0.587,0.587,0.587,-0.214,-0.214,-0.214,0.000,0.000,0.000,0.000
0.780,0.485,0.485,0.485,0.585,0.585,0.585,-0.217,-0.217,-0.217,0.000,0.000,0.000,0.000
0.790,0.490,0.490,0.490,0.584,0.584,0.584,-0.220,-0.220,-0.220,0.000,0.000,0.000,0.000
0.800,0.496,0.496,0.496,0.582,0.582,0.582,-0.223,-0.223,-0.223,0.000,0.000,0.000,0.000
0.810,0.502,0.502,0.502,0.580,0.580,0.580,-0.226,-0.226,-0.226,0.000,0.000,0.000,0.000
0.820,0.508,0.508,0.508,0.578,0.578,0.578,-0.229,-0.229,-0.229,0.000,0.000,0.000,0.000
0.830,0.514,0.514,0.514,0.576,0.576,0.576,-0.232,-0.232,-0.232,0.000,0.000,0.000,0.000
0.840,0.519,0.519,0.519,0.575,0.575,0.575,-0.235,-0.235,-0.235,0.000,0.000,0.000,0.000
0.850,0.525,0.525,0.525,0.573,0.573,0.573,-0.238,-0.238,-0.238,0.000,0.000,0.000,0.000
0.860,0.531,0.531,0.531,0.571,0.571,0.571,-0.241,-0.241,-0.241,0.000,0.000,0.000,0.000
0.870,0.536,0.536,0.536,0.569,0.569,0.569,-0.244,-0.244,-0.244,0.000,0.000,0.000,0.000
0.880,0.542,0.542,0.542,0.567,0.567,0.567,-0.247,-0.247,-0.247,0.000,0.000,0.000,0.000
0.890,0.548,0.548,0.548,0.565,0.565,0.565,-0.250,-0.250,-0.250,0.000,0.000,0.000,0.000
0.900,0.553,0.553,0.553,0.563,0.563,0.563,-0.253,-0.253,-0.253,0.000,0.000,0.000,0.000
0.910,0.559,0.559,0.559,0.561,0.561,0.561,-0.256,-0.256,-0.256,0.000,0.000,0.000,0.000
0.920,0.565,0.565,0.565,0.558,0.558,0.558,-0.258,-0.258,-0.258,0.000,0.000,0.000,0.000
0.930,0.570,0.570,0.570,0.556,0.556,0.556,-0.261,-0.261,-0.261,0.000,0.000,0.000,0.000
0.940,0.576,0.576,0.576,0.554,0.554,0.554,-0.264,-0.264,-0.264,0.000,0.000,0.000,0.000
0.950,0.581,0.581,0.581,0.552,0.552,0.552,-0.267,-0.267,-0.267,0.000,0.000,0.000,0.000
0.960,0.587,0.587,0.587,0.550,0.550,0.550,-0.270,-0.270,-0.270,0.000,0.000,0.000,0.000
0.970,0.592,0.592,0.592,0.547,0.547,0.547,-0.273,-0.273,-0.273,0.000,0.000,0.000,0.000
0.980,0.598,0.598,0.598,0.545,0.545,0.545,-0.276,-0.276,-0.276,0.000,0.000,0.000,0.000
0.990,0.603,0.603,0.603,0.543,0.543,0.543,-0.279,-0.279,-0.279,0.000,0.000,0.000,0.000
1.000,0.609,0.609,0.609,0.540,0.540,0.540,-0.282,-0.282,-0.282,0.000,0.000,0.000,0.000
1.010,0.614,0.614,0.614,0.538,0.538,0.538,-0.285,-0.285,-0.285,0.000,0.000,0.000,0.000
1.020,0.619,0.619,0.619,0.535,0.535,0.535,-0.288,-0.288,-0.288,0.000,0.000,0.000,0.000
1.030,0.625,0.625,0.625,0.533,0.533,0.533,-0.291,-0.291,-0.291,0.000,0.000,0.000,0.000
1.040,0.630,0.630,0.630,0.531,0.531,0.531,-0.294,-0.294,-0.294,0.000,0.000,0.000,0.000
1.050,0.635,0.635,0.635,0.528,0.528,0.528,-0.297,-0.297,-0.297,0.000,0.000,0.000,0.000
1.060,0.641,0.641,0.641,0.525,0.525,0.525,-0.300,-0.300,-0.300,0.000,0.000,0.000,0.000
1.070,0.646,0.646,0.646,0.523,0.523,0.523,-0.303,-0.303,-0.303,0.000,0.000,0.000,0.000
1.080,0.651,0.651,0.651,0.520,0.520,0.520,-0.306,-0.306,-0.306,0.000,0.000,0.000,0.000
1.090,0.656,0.656,0.656,0.518,0.518,0.518,-0.309,-0.309,-0.309,0.000,0.000,0.000,0.000
1.100,0.661,0.661,0.661,0.515,0.515,0.515,-0.312,-0.312,-0.312,0.000,0.000,0.000,0.000
1.110,0.667,0.667,0.667,0.512,0.512,0.512,-0.315,-0.315,-0.315,0.000,0.000,0.000,0.000
1.120,0.672,0.672,0.672,0.509,0.509,0.509,-0.318,-0.318,-0.318,0.000,0.000,0.000,0.000
1.130,0.677,0.677,0.677,0.507,0.507,0.507,-0.320,-0.320,-0.320,0.000,0.000,0.000,0.000
1.140,0.682,0.682,0.682,0.504,0.504,0.504,-0.323,-0.323,-0.323,0.000,0.000,0.000,0.000
1.150,0.687,0.687,0.687,0.501,0.501,0.501,-0.326,-0.326,-0.326,0.000,0.000,0.000,0.000
1.160,0.692,0.692,0.692,0.498,0.498,0.498,-0.329,-0.329,-0.329,0.000,0.000,0.000,0.000
1.170,0.697,0.697,0.697,0.495,0.495,0.495,-0.332,-0.332,-0.332,0.000,0.000,0.000,0.000
1.180,0.702,0.702,0.702,0.492,0.492,0.492,-0.335,-0.335,-0.335,0.000,0.000,0.000,0.000
1.190,0.707,0.707,0.707,0.489,0.489,0.489,-0.338,-0.338,-0.338,0.000,0.000,0.000,0.000
1.200,0.711,0.711,0.711,0.486,0.486,0.486,-0.341,-0.341,-0.341,0.000,0.000,0.000,0.000
1.210,0.716,0.716,0.716,0.483,0.483,0.483,-0.344,-0.344,-0.344,0.000,0.000,0.000,0.000
1.220,0.721,0.721,0.721,0.480,0.480,0.480,-0.346,-0.346,-0.346,0.000,0.000,0.000,0.000
1.230,0.726,0.726,0.726,0.477,0.477,0.477,-0.349,-0.349,-0.349,0.000,0.000,0.000,0.000
