t,x,y,z,vx,vy,vz,ax,ay,az,wx,wy,wz,yaw
0.000,0.024,0.901,1.144,0.000,-0.000,0.000,0.835,-1.322,0.256,0.000,0.000,0.000,0.000
0.010,0.024,0.901,1.144,0.008,-0.013,0.003,0.829,-1.311,0.254,0.000,0.000,0.000,0.000
0.020,0.024,0.901,1.144,0.017,-0.026,0.005,0.823,-1.301,0.252,0.000,0.000,0.000,0.000
0.030,0.024,0.900,1.144,0.025,-0.039,0.008,0.816,-1.290,0.250,0.000,0.000,0.000,0.000
0.040,0.024,0.900,1.144,0.033,-0.052,0.010,0.810,-1.280,0.248,0.000,0.000,0.000,0.000
0.050,0.025,0.899,1.144,0.041,-0.065,0.013,0.804,-1.269,0.247,0.000,0.000,0.000,0.000
0.060,0.025,0.899,1.145,0.049,-0.077,0.015,0.798,-1.259,0.245,0.000,0.000,0.000,0.000
0.070,0.026,0.898,1.145,0.057,-0.090,0.017,0.792,-1.248,0.243,0.000,0.000,0.000,0.000
0.080,0.026,0.897,1.145,0.065,-0.102,0.020,0.786,-1.238,0.241,0.000,0.000,0.000,0.000
0.090,0.027,0.896,1.145,0.073,-0.115,0.022,0.779,-1.227,0.239,0.000,0.000,0.000,0.000
0.100,0.028,0.894,1.145,0.080,-0.127,0.025,0.773,-1.217,0.238,0.000,0.000,0.000,0.000
0.110,0.029,0.893,1.146,0.088,-0.139,0.027,0.767,-1.206,0.236,0.000,0.000,0.000,0.000
0.120,0.029,0.892,1.146,0.096,-0.151,0.029,0.761,-1.196,0.234,0.000,0.000,0.000,0.000
0.130,0.030,0.890,1.146,0.103,-0.163,0.032,0.755,-1.185,0.232,0.000,0.000,0.000,0.000
0.140,0.032,0.888,1.147,0.111,-0.175,0.034,0.748,-1.175,0.230,0.000,0.000,0.000,0.000
0.150,0.033,0.887,1.147,0.118,-0.186,0.036,0.742,-1.164,0.228,0.000,0.000,0.000,0.000
0.160,0.034,0.885,1.147,0.126,-0.198,0.039,0.736,-1.154,0.227,0.000,0.000,0.000,0.000
0.170,0.035,0.883,1.148,0.133,-0.210,0.041,0.730,-1.143,0.225,0.000,0.000,0.000,0.000
0.180,0.037,0.881,1.148,0.140,-0.221,0.043,0.724,-1.133,0.223,0.000,0.000,0.000,0.000
0.190,0.038,0.878,1.149,0.147,-0.232,0.045,0.717,-1.122,0.221,0.000,0.000,0.000,0.000
0.200,0.040,0.876,1.149,0.155,-0.243,0.048,0.711,-1.112,0.219,0.000,0.000,0.000,0.000
0.210,0.041,0.873,1.150,0.162,-0.254,0.050,0.705,-1.101,0.218,0.000,0.000,0.000,0.000
0.220,0.043,0.871,1.150,0.169,-0.265,0.052,0.699,-1.091,0.216,0.000,0.000,0.000,0.000
0.230,0.044,0.868,1.151,0.176,-0.276,0.054,0.693,-1.080,0.214,0.000,0.000,0.000,0.000
0.240,0.046,0.865,1.151,0.183,-0.287,0.056,0.686,-1.070,0.212,0.000,0.000,0.000,0.000
0.250,0.048,0.862,1.152,0.189,-0.298,0.058,0.680,-1.059,0.210,0.000,0.000,0.000,0.000
0.260,0.050,0.859,1.152,0.196,-0.308,0.060,0.674,-1.049,0.208,0.000,0.000,0.000,0.000
0.270,0.052,0.856,1.153,0.203,-0.319,0.062,0.668,-1.038,0.207,0.000,0.000,0.000,0.000
0.280,0.054,0.853,1.154,0.210,-0.329,0.064,0.662,-1.028,0.205,0.000,0.000,0.000,0.000
0.290,0.056,0.850,1.154,0.216,-0.339,0.067,0.656,-1.017,0.203,0.000,0.000,0.000,0.000
0.300,0.058,0.846,1.155,0.223,-0.349,0.069,0.649,-1.007,0.201,0.000,0.000,0.000,0.000
0.310,0.061,0.843,1.156,0.229,-0.359,0.071,0.643,-0.996,0.199,0.000,0.000,0.000,0.000
0.320,0.063,0.839,1.156,0.236,-0.369,0.073,0.637,-0.985,0.198,0.000,0.000,0.000,0.000
0.330,0.065,0.835,1.157,0.242,-0.379,0.074,0.631,-0.975,0.196,0.000,0.000,0.000,0.000
0.340,0.068,0.831,1.158,0.248,-0.389,0.076,0.625,-0.964,0.194,0.000,0.000,0.000,0.000
0.350,0.070,0.827,1.159,0.254,-0.398,0.078,0.618,-0.954,0.192,0.000,0.000,0.000,0.000
0.360,0.073,0.823,1.159,0.261,-0.408,0.080,0.612,-0.943,0.190,0.000,0.000,0.000,0.000
0.370,0.076,0.819,1.160,0.267,-0.417,0.082,0.606,-0.933,0.189,0.000,0.000,0.000,0.000
0.380,0.078,0.815,1.161,0.273,-0.426,0.084,0.600,-0.922,0.187,0.000,0.000,0.000,0.000
0.390,0.081,0.811,1.162,0.279,-0.436,0.086,0.594,-0.912,0.185,0.000,0.000,0.000,0.000
0.400,0.084,0.806,1.163,0.284,-0.445,0.088,0.587,-0.901,0.183,0.000,0.000,0.000,0.000
0.410,0.087,0.802,1.164,0.290,-0.454,0.090,0.581,-0.891,0.181,0.000,0.000,0.000,0.000
0.420,0.090,0.797,1.164,0.296,-0.462,0.091,0.575,-0.880,0.179,0.000,0.000,0.000,0.000
0.430,0.093,0.793,1.165,0.302,-0.471,0.093,0.569,-0.870,0.178,0.000,0.000,0.000,0.000
0.440,0.096,0.788,1.166,0.308,-0.480,0.095,0.563,-0.859,0.176,0.000,0.000,0.000,0.000
0.450,0.099,0.783,1.167,0.313,-0.488,0.097,0.557,-0.849,0.174,0.000,0.000,0.000,0.000
0.460,0.102,0.778,1.168,0.319,-0.497,0.098,0.550,-0.838,0.172,0.000,0.000,0.000,0.000
0.470,0.105,0.773,1.169,0.324,-0.505,0.100,0.544,-0.828,0.170,0.000,0.000,0.000,0.000
0.480,0.108,0.768,1.170,0.330,-0.513,0.102,0.538,-0.817,0.169,0.000,0.000,0.000,0.000
0.490,0.112,0.763,1.171,0.335,-0.522,0.103,0.532,-0.807,0.167,0.000,0.000,0.000,0.000
0.500,0.115,0.758,1.172,0.340,-0.530,0.105,0.526,-0.796,0.165,0.000,0.000,0.000,0.000
0.510,0.119,0.752,1.173,0.345,-0.537,0.107,0.519,-0.786,0.163,0.000,0.000,0.000,0.000
0.520,0.122,0.747,1.174,0.351,-0.545,0.108,0.513,-0.775,0.161,0.000,0.000,0.000,0.000
0.530,0.126,0.741,1.176,0.356,-0.553,0.110,0.507,-0.765,0.159,0.000,0.000,0.000,0.000
0.540,0.129,0.736,1.177,0.361,-0.561,0.112,0.501,-0.754,0.158,0.000,0.000,0.000,0.000
0.550,0.133,0.730,1.178,0.366,-0.568,0.113,0.495,-0.744,0.156,0.000,0.000,0.000,0.000
0.560,0.136,0.724,1.179,0.371,-0.575,0.115,0.488,-0.733,0.154,0.000,0.000,0.000,0.000
0.570,0.140,0.719,1.180,0.375,-0.583,0.116,0.482,-0.723,0.152,0.000,0.000,0.000,0.000
0.580,0.144,0.713,1.181,0.380,-0.590,0.118,0.476,-0.712,0.150,0.000,0.000,0.000,0.000
0.590,0.148,0.707,1.182,0.385,-0.597,0.119,0.470,-0.702,0.149,0.000,0.000,0.000,0.000
