t,x,y,z,vx,vy,vz,ax,ay,az,wx,wy,wz,yaw
0.000,0.024,0.901,1.144,0.000,-0.000,0.000,2.583,-4.089,0.791,0.000,0.000,0.000,0.000
0.010,0.024,0.901,1.144,0.026,-0.041,0.008,2.549,-4.031,0.781,0.000,0.000,0.000,0.000
0.020,0.024,0.900,1.144,0.051,-0.081,0.016,2.515,-3.974,0.771,0.000,0.000,0.000,0.000
0.030,0.025,0.899,1.145,0.076,-0.120,0.023,2.482,-3.917,0.761,0.000,0.000,0.000,0.000
0.040,0.026,0.898,1.145,0.101,-0.159,0.031,2.448,-3.860,0.751,0.000,0.000,0.000,0.000
0.050,0.027,0.896,1.145,0.125,-0.197,0.038,2.414,-3.803,0.741,0.000,0.000,0.000,0.000
0.060,0.028,0.894,1.146,0.149,-0.235,0.046,2.381,-3.745,0.732,0.000,0.000,0.000,0.000
0.070,0.030,0.891,1.146,0.173,-0.272,0.053,2.347,-3.688,0.722,0.000,0.000,0.000,0.000
0.080,0.032,0.888,1.147,0.196,-0.309,0.060,2.313,-3.631,0.712,0.000,0.000,0.000,0.000
0.090,0.034,0.885,1.147,0.219,-0.345,0.067,2.280,-3.574,0.702,0.000,0.000,0.000,0.000
0.100,0.036,0.881,1.148,0.241,-0.380,0.074,2.246,-3.517,0.692,0.000,0.000,0.000,0.000
0.110,0.039,0.877,1.149,0.264,-0.415,0.081,2.212,-3.459,0.682,0.000,0.000,0.000,0.000
0.120,0.041,0.873,1.150,0.286,-0.449,0.088,2.179,-3.402,0.672,0.000,0.000,0.000,0.000
0.130,0.044,0.868,1.150,0.307,-0.483,0.094,2.145,-3.345,0.662,0.000,0.000,0.000,0.000
0.140,0.047,0.863,1.151,0.329,-0.516,0.101,2.111,-3.288,0.653,0.000,0.000,0.000,0.000
0.150,0.051,0.858,1.153,0.350,-0.549,0.108,2.078,-3.231,0.643,0.000,0.000,0.000,0.000
0.160,0.054,0.852,1.154,0.370,-0.581,0.114,2.044,-3.173,0.633,0.000,0.000,0.000,0.000
0.170,0.058,0.847,1.155,0.390,-0.612,0.120,2.010,-3.116,0.623,0.000,0.000,0.000,0.000
0.180,0.062,0.840,1.156,0.410,-0.643,0.126,1.977,-3.059,0.613,0.000,0.000,0.000,0.000
0.190,0.066,0.834,1.157,0.430,-0.674,0.132,1.943,-3.002,0.603,0.000,0.000,0.000,0.000
0.200,0.071,0.827,1.159,0.449,-0.703,0.138,1.909,-2.945,0.593,0.000,0.000,0.000,0.000
0.210,0.075,0.820,1.160,0.468,-0.732,0.144,1.876,-2.887,0.583,0.000,0.000,0.000,0.000
0.220,0.080,0.812,1.162,0.487,-0.761,0.150,1.842,-2.830,0.573,0.000,0.000,0.000,0.000
0.230,0.085,0.804,1.163,0.505,-0.789,0.156,1.808,-2.773,0.564,0.000,0.000,0.000,0.000
0.240,0.090,0.796,1.165,0.523,-0.817,0.161,1.775,-2.716,0.554,0.000,0.000,0.000,0.000
0.250,0.096,0.788,1.166,0.540,-0.843,0.167,1.741,-2.659,0.544,0.000,0.000,0.000,0.000
0.260,0.101,0.779,1.168,0.558,-0.870,0.172,1.707,-2.601,0.534,0.000,0.000,0.000,0.000
0.270,0.107,0.771,1.170,0.575,-0.895,0.178,1.674,-2.544,0.524,0.000,0.000,0.000,0.000
0.280,0.113,0.762,1.172,0.591,-0.921,0.183,1.640,-2.487,0.514,0.000,0.000,0.000,0.000
0.290,0.119,0.752,1.173,0.607,-0.945,0.188,1.606,-2.430,0.504,0.000,0.000,0.000,0.000
0.300,0.125,0.743,1.175,0.623,-0.969,0.193,1.573,-2.373,0.494,0.000,0.000,0.000,0.000
0.310,0.131,0.733,1.177,0.639,-0.993,0.198,1.539,-2.316,0.485,0.000,0.000,0.000,0.000
0.320,0.137,0.723,1.179,0.654,-1.015,0.202,1.505,-2.258,0.475,0.000,0.000,0.000,0.000
0.330,0.144,0.713,1.181,0.669,-1.038,0.207,1.472,-2.201,0.465,0.000,0.000,0.000,0.000
0.340,0.151,0.702,1.183,0.683,-1.060,0.212,1.438,-2.144,0.455,0.000,0.000,0.000,0.000
0.350,0.158,0.691,1.186,0.698,-1.081,0.216,1.404,-2.087,0.445,0.000,0.000,0.000,0.000
0.360,0.165,0.680,1.188,0.712,-1.101,0.221,1.371,-2.030,0.435,0.000,0.000,0.000,0.000
0.370,0.172,0.669,1.190,0.725,-1.121,0.225,1.337,-1.972,0.425,0.000,0.000,0.000,0.000
